source,target,lr_pair,sum_count,interaction_key
fat cell,macrophage,THBS2_CD47,485,fat cell_macrophage_THBS2_CD47
fat cell,macrophage,GAS6_MERTK,484,fat cell_macrophage_GAS6_MERTK
muscle cell,pericyte,JAG1_NOTCH2,484,muscle cell_pericyte_JAG1_NOTCH2
endothelial cell,neutrophil,SEMA4C_PLXNB2,484,endothelial cell_neutrophil_SEMA4C_PLXNB2
endothelial cell,mast cell,SEMA4C_PLXNB2,483,endothelial cell_mast cell_SEMA4C_PLXNB2
endothelial cell,muscle cell,SDC2_ADGRA2,483,endothelial cell_muscle cell_SDC2_ADGRA2
muscle cell,muscle cell,COL4A1_CD44,483,muscle cell_muscle cell_COL4A1_CD44
endothelial cell,B cell,COL4A1_CD44,481,endothelial cell_B cell_COL4A1_CD44
endothelial cell,B cell,COL4A2_CD44,481,endothelial cell_B cell_COL4A2_CD44
endothelial cell,fat cell,LGALS9_CD44,480,endothelial cell_fat cell_LGALS9_CD44
endothelial cell,endothelial cell,LGALS9_CD44,477,endothelial cell_endothelial cell_LGALS9_CD44
endothelial cell,Tumor,GAS6_AXL,477,endothelial cell_Tumor_GAS6_AXL
muscle cell,muscle cell,COL4A2_CD44,474,muscle cell_muscle cell_COL4A2_CD44
pericyte,neutrophil,LAMC1_CD44,473,pericyte_neutrophil_LAMC1_CD44
Tumor,macrophage,LAMC1_CD44,471,Tumor_macrophage_LAMC1_CD44
muscle cell,macrophage,THY1_ADGRE5,468,muscle cell_macrophage_THY1_ADGRE5
Tumor,Tumor,NCAM1_NCAM1,468,Tumor_Tumor_NCAM1_NCAM1
pericyte,macrophage,THBS2_CD47,467,pericyte_macrophage_THBS2_CD47
endothelial cell,macrophage,PLAU_PLAUR,467,endothelial cell_macrophage_PLAU_PLAUR
pericyte,macrophage,APP_TNFRSF21,467,pericyte_macrophage_APP_TNFRSF21
macrophage,macrophage,CD99_PILRA,467,macrophage_macrophage_CD99_PILRA
endothelial cell,endothelial cell,DLL4_NOTCH2,466,endothelial cell_endothelial cell_DLL4_NOTCH2
Tumor,endothelial cell,ADM_CALCRL,466,Tumor_endothelial cell_ADM_CALCRL
endothelial cell,fibroblast,SEMA4C_PLXNB2,466,endothelial cell_fibroblast_SEMA4C_PLXNB2
endothelial cell,muscle cell,LGALS9_CD44,465,endothelial cell_muscle cell_LGALS9_CD44
endothelial cell,monocyte,COL4A2_CD44,464,endothelial cell_monocyte_COL4A2_CD44
endothelial cell,dendritic cell,DLL4_NOTCH2,463,endothelial cell_dendritic cell_DLL4_NOTCH2
endothelial cell,fibroblast,DLL4_NOTCH2,462,endothelial cell_fibroblast_DLL4_NOTCH2
pericyte,Tumor,THBS1_CD47,462,pericyte_Tumor_THBS1_CD47
pericyte,Tumor,LAMC1_CD44,461,pericyte_Tumor_LAMC1_CD44
Tumor,Tumor,FGF2_FGFR1,461,Tumor_Tumor_FGF2_FGFR1
pericyte,endothelial cell,THY1_ADGRE5,461,pericyte_endothelial cell_THY1_ADGRE5
Tumor,Tumor,CLDN1_CLDN1,459,Tumor_Tumor_CLDN1_CLDN1
muscle cell,pericyte,CD46_JAG1,458,muscle cell_pericyte_CD46_JAG1
pericyte,Tumor,CD99_CD99,458,pericyte_Tumor_CD99_CD99
endothelial cell,fat cell,PDGFA_PDGFRA,457,endothelial cell_fat cell_PDGFA_PDGFRA
endothelial cell,monocyte,COL4A1_CD44,457,endothelial cell_monocyte_COL4A1_CD44
endothelial cell,muscle cell,PDGFA_PDGFRA,457,endothelial cell_muscle cell_PDGFA_PDGFRA
fat cell,macrophage,PECAM1_PECAM1,455,fat cell_macrophage_PECAM1_PECAM1
Tumor,endothelial cell,VEGFC_VEGFR2,455,Tumor_endothelial cell_VEGFC_VEGFR2
pericyte,macrophage,PLAU_PLAUR,454,pericyte_macrophage_PLAU_PLAUR
macrophage,endothelial cell,PECAM1_PECAM1,454,macrophage_endothelial cell_PECAM1_PECAM1
pericyte,pericyte,GRN_SORT1,450,pericyte_pericyte_GRN_SORT1
endothelial cell,Tumor,DLL4_NOTCH3,449,endothelial cell_Tumor_DLL4_NOTCH3
pericyte,Tumor,THBS2_CD47,449,pericyte_Tumor_THBS2_CD47
muscle cell,macrophage,CD99_PILRA,448,muscle cell_macrophage_CD99_PILRA
pericyte,macrophage,C4A_C3AR1,448,pericyte_macrophage_C4A_C3AR1
endothelial cell,pericyte,ADM_CALCRL,446,endothelial cell_pericyte_ADM_CALCRL
Tumor,pericyte,APP_TNFRSF21,445,Tumor_pericyte_APP_TNFRSF21
fat cell,pericyte,SDC2_ADGRA2,444,fat cell_pericyte_SDC2_ADGRA2
pericyte,fat cell,PECAM1_PECAM1,443,pericyte_fat cell_PECAM1_PECAM1
pericyte,dendritic cell,COL4A2_CD44,442,pericyte_dendritic cell_COL4A2_CD44
neutrophil,macrophage,PECAM1_PECAM1,442,neutrophil_macrophage_PECAM1_PECAM1
Tumor,endothelial cell,VEGFC_VEGFR3,442,Tumor_endothelial cell_VEGFC_VEGFR3
Tumor,endothelial cell,VEGFC_VEGFR2R3,442,Tumor_endothelial cell_VEGFC_VEGFR2R3
Tumor,muscle cell,PROS1_AXL,441,Tumor_muscle cell_PROS1_AXL
pericyte,neutrophil,JAG1_NOTCH2,440,pericyte_neutrophil_JAG1_NOTCH2
pericyte,dendritic cell,COL4A1_CD44,440,pericyte_dendritic cell_COL4A1_CD44
pericyte,endothelial cell,MPZL1_MPZL1,440,pericyte_endothelial cell_MPZL1_MPZL1
fat cell,macrophage,CD99_PILRA,438,fat cell_macrophage_CD99_PILRA
endothelial cell,endothelial cell,DLL1_NOTCH4,438,endothelial cell_endothelial cell_DLL1_NOTCH4
endothelial cell,endothelial cell,DLL1_NOTCH1,438,endothelial cell_endothelial cell_DLL1_NOTCH1
endothelial cell,endothelial cell,DLL1_NOTCH3,438,endothelial cell_endothelial cell_DLL1_NOTCH3
muscle cell,muscle cell,JAG1_NOTCH3,437,muscle cell_muscle cell_JAG1_NOTCH3
fat cell,macrophage,PLAU_PLAUR,437,fat cell_macrophage_PLAU_PLAUR
fat cell,macrophage,THY1_ADGRE5,437,fat cell_macrophage_THY1_ADGRE5
muscle cell,pericyte,LAMC1_CD44,437,muscle cell_pericyte_LAMC1_CD44
muscle cell,muscle cell,SDC2_ADGRA2,436,muscle cell_muscle cell_SDC2_ADGRA2
endothelial cell,B cell,CXCL12_CXCR4,435,endothelial cell_B cell_CXCL12_CXCR4
endothelial cell,dendritic cell,SEMA4C_PLXNB2,435,endothelial cell_dendritic cell_SEMA4C_PLXNB2
pericyte,macrophage,SEMA4C_PLXNB2,435,pericyte_macrophage_SEMA4C_PLXNB2
endothelial cell,Tumor,DLL4_NOTCH1,435,endothelial cell_Tumor_DLL4_NOTCH1
mast cell,macrophage,PECAM1_PECAM1,433,mast cell_macrophage_PECAM1_PECAM1
muscle cell,fat cell,COL4A1_CD44,433,muscle cell_fat cell_COL4A1_CD44
endothelial cell,dendritic cell,CXCL12_CXCR4,431,endothelial cell_dendritic cell_CXCL12_CXCR4
muscle cell,fat cell,COL4A2_CD44,430,muscle cell_fat cell_COL4A2_CD44
pericyte,Tumor,COL4A1_SDC4,429,pericyte_Tumor_COL4A1_SDC4
endothelial cell,mast cell,DLL4_NOTCH2,429,endothelial cell_mast cell_DLL4_NOTCH2
muscle cell,Tumor,THBS2_CD47,429,muscle cell_Tumor_THBS2_CD47
pericyte,Tumor,COL4A2_SDC4,429,pericyte_Tumor_COL4A2_SDC4
endothelial cell,fibroblast,PDGFA_PDGFRB,429,endothelial cell_fibroblast_PDGFA_PDGFRB
Tumor,muscle cell,PDGFB_PDGFRB,428,Tumor_muscle cell_PDGFB_PDGFRB
endothelial cell,mast cell,JAG1_NOTCH2,428,endothelial cell_mast cell_JAG1_NOTCH2
pericyte,pericyte,THBS1_CD47,428,pericyte_pericyte_THBS1_CD47
endothelial cell,T cell,THBS1_CD47,425,endothelial cell_T cell_THBS1_CD47
pericyte,T cell,COL4A1_CD44,424,pericyte_T cell_COL4A1_CD44
pericyte,T cell,COL4A2_CD44,424,pericyte_T cell_COL4A2_CD44
fibroblast,macrophage,THBS1_CD47,423,fibroblast_macrophage_THBS1_CD47
pericyte,endothelial cell,SEMA4C_PLXNB2,422,pericyte_endothelial cell_SEMA4C_PLXNB2
muscle cell,endothelial cell,CD46_JAG1,421,muscle cell_endothelial cell_CD46_JAG1
muscle cell,muscle cell,JAG1_NOTCH2,419,muscle cell_muscle cell_JAG1_NOTCH2
endothelial cell,fibroblast,LAMC1_CD44,419,endothelial cell_fibroblast_LAMC1_CD44
endothelial cell,fibroblast,PDGFB_PDGFRA,419,endothelial cell_fibroblast_PDGFB_PDGFRA
fat cell,macrophage,CXCL12_CXCR4,417,fat cell_macrophage_CXCL12_CXCR4
pericyte,muscle cell,JAG1_NOTCH1,417,pericyte_muscle cell_JAG1_NOTCH1
endothelial cell,monocyte,LAMC1_CD44,416,endothelial cell_monocyte_LAMC1_CD44
endothelial cell,macrophage,APP_SORL1,416,endothelial cell_macrophage_APP_SORL1
Tumor,Tumor,PDGFC_PDGFRA,416,Tumor_Tumor_PDGFC_PDGFRA
endothelial cell,mast cell,CD99_CD99,416,endothelial cell_mast cell_CD99_CD99
muscle cell,pericyte,THY1_ADGRE5,416,muscle cell_pericyte_THY1_ADGRE5
endothelial cell,neutrophil,LGALS9_P4HB,415,endothelial cell_neutrophil_LGALS9_P4HB
muscle cell,macrophage,THY1_ADGRE2,415,muscle cell_macrophage_THY1_ADGRE2
Tumor,endothelial cell,PDGFB_PDGFRB,414,Tumor_endothelial cell_PDGFB_PDGFRB
fat cell,pericyte,COL4A2_CD44,413,fat cell_pericyte_COL4A2_CD44
Tumor,pericyte,CD99_CD99,412,Tumor_pericyte_CD99_CD99
pericyte,mast cell,PECAM1_PECAM1,412,pericyte_mast cell_PECAM1_PECAM1
endothelial cell,dendritic cell,LGALS9_P4HB,412,endothelial cell_dendritic cell_LGALS9_P4HB
endothelial cell,fat cell,CXCL12_CXCR4,411,endothelial cell_fat cell_CXCL12_CXCR4
muscle cell,macrophage,JAG1_NOTCH2,411,muscle cell_macrophage_JAG1_NOTCH2
fat cell,endothelial cell,PECAM1_PECAM1,410,fat cell_endothelial cell_PECAM1_PECAM1
endothelial cell,dendritic cell,LGALS9_CD44,409,endothelial cell_dendritic cell_LGALS9_CD44
fat cell,pericyte,COL4A1_CD44,409,fat cell_pericyte_COL4A1_CD44
Tumor,muscle cell,LAMC1_CD44,409,Tumor_muscle cell_LAMC1_CD44
fat cell,macrophage,THY1_ADGRE2,409,fat cell_macrophage_THY1_ADGRE2
Tumor,Tumor,THY1_ADGRE5,408,Tumor_Tumor_THY1_ADGRE5
pericyte,endothelial cell,THBS2_CD47,408,pericyte_endothelial cell_THBS2_CD47
macrophage,endothelial cell,LGALS9_P4HB,407,macrophage_endothelial cell_LGALS9_P4HB
endothelial cell,muscle cell,GAS6_AXL,407,endothelial cell_muscle cell_GAS6_AXL
neutrophil,macrophage,GAS6_MERTK,406,neutrophil_macrophage_GAS6_MERTK
muscle cell,Tumor,JAG1_NOTCH2,405,muscle cell_Tumor_JAG1_NOTCH2
pericyte,muscle cell,CD46_JAG1,404,pericyte_muscle cell_CD46_JAG1
endothelial cell,Tumor,LGALS9_CD44,404,endothelial cell_Tumor_LGALS9_CD44
endothelial cell,neutrophil,CD99_CD99,402,endothelial cell_neutrophil_CD99_CD99
pericyte,muscle cell,PDGFA_PDGFRA,402,pericyte_muscle cell_PDGFA_PDGFRA
endothelial cell,fat cell,THBS1_CD47,402,endothelial cell_fat cell_THBS1_CD47
pericyte,T cell,THY1_ADGRE5,400,pericyte_T cell_THY1_ADGRE5
fat cell,endothelial cell,SDC2_ADGRA2,399,fat cell_endothelial cell_SDC2_ADGRA2
macrophage,pericyte,PECAM1_PECAM1,399,macrophage_pericyte_PECAM1_PECAM1
macrophage,pericyte,LGALS9_P4HB,398,macrophage_pericyte_LGALS9_P4HB
Tumor,pericyte,ANGPTL4_SDC2,397,Tumor_pericyte_ANGPTL4_SDC2
pericyte,Tumor,THBS1_SDC4,396,pericyte_Tumor_THBS1_SDC4
endothelial cell,endothelial cell,PLAU_PLAUR,396,endothelial cell_endothelial cell_PLAU_PLAUR
endothelial cell,dendritic cell,THY1_ADGRE5,396,endothelial cell_dendritic cell_THY1_ADGRE5
Tumor,macrophage,GAS6_AXL,396,Tumor_macrophage_GAS6_AXL
Tumor,Tumor,PDGFB_PDGFRA,394,Tumor_Tumor_PDGFB_PDGFRA
muscle cell,neutrophil,COL4A1_CD44,394,muscle cell_neutrophil_COL4A1_CD44
pericyte,fat cell,PDGFA_PDGFRA,394,pericyte_fat cell_PDGFA_PDGFRA
Tumor,endothelial cell,F11R_F11R,392,Tumor_endothelial cell_F11R_F11R
mast cell,macrophage,COL4A1_CD44,392,mast cell_macrophage_COL4A1_CD44
macrophage,macrophage,APP_TNFRSF21,392,macrophage_macrophage_APP_TNFRSF21
pericyte,Tumor,ANGPT2_TEK,392,pericyte_Tumor_ANGPT2_TEK
endothelial cell,fibroblast,LGALS9_P4HB,392,endothelial cell_fibroblast_LGALS9_P4HB
endothelial cell,fibroblast,LGALS9_CD44,392,endothelial cell_fibroblast_LGALS9_CD44
endothelial cell,neutrophil,LGALS9_CD44,392,endothelial cell_neutrophil_LGALS9_CD44
pericyte,neutrophil,THBS1_CD47,391,pericyte_neutrophil_THBS1_CD47
Tumor,macrophage,GAS6_MERTK,390,Tumor_macrophage_GAS6_MERTK
fat cell,pericyte,PECAM1_PECAM1,390,fat cell_pericyte_PECAM1_PECAM1
endothelial cell,endothelial cell,COL4A1_CD44,389,endothelial cell_endothelial cell_COL4A1_CD44
pericyte,pericyte,THBS2_CD36,389,pericyte_pericyte_THBS2_CD36
endothelial cell,pericyte,LAMC1_DAG1,389,endothelial cell_pericyte_LAMC1_DAG1
endothelial cell,endothelial cell,APLN_APLNR,387,endothelial cell_endothelial cell_APLN_APLNR
fat cell,Tumor,THBS2_CD47,386,fat cell_Tumor_THBS2_CD47
muscle cell,endothelial cell,CD99_CD99,385,muscle cell_endothelial cell_CD99_CD99
pericyte,neutrophil,PECAM1_PECAM1,385,pericyte_neutrophil_PECAM1_PECAM1
macrophage,T cell,LGALS9_CD44,384,macrophage_T cell_LGALS9_CD44
Tumor,endothelial cell,ANGPTL4_CDH5,384,Tumor_endothelial cell_ANGPTL4_CDH5
pericyte,macrophage,CD99_CD99,384,pericyte_macrophage_CD99_CD99
endothelial cell,B cell,LAMC1_CD44,384,endothelial cell_B cell_LAMC1_CD44
endothelial cell,macrophage,PECAM1_CD38,383,endothelial cell_macrophage_PECAM1_CD38
Tumor,macrophage,CD99_PILRA,382,Tumor_macrophage_CD99_PILRA
muscle cell,Tumor,LAMC1_DAG1,382,muscle cell_Tumor_LAMC1_DAG1
endothelial cell,mast cell,LGALS9_P4HB,381,endothelial cell_mast cell_LGALS9_P4HB
pericyte,Tumor,JAG1_NOTCH1,381,pericyte_Tumor_JAG1_NOTCH1
muscle cell,endothelial cell,WNT5A_FZD4,380,muscle cell_endothelial cell_WNT5A_FZD4
muscle cell,endothelial cell,WNT5A_MCAM,380,muscle cell_endothelial cell_WNT5A_MCAM
pericyte,Tumor,MPZL1_MPZL1,380,pericyte_Tumor_MPZL1_MPZL1
Tumor,Tumor,TNFSF12_TNFRSF12A,380,Tumor_Tumor_TNFSF12_TNFRSF12A
Tumor,Tumor,APP_TNFRSF21,379,Tumor_Tumor_APP_TNFRSF21
macrophage,pericyte,LGALS9_CD44,378,macrophage_pericyte_LGALS9_CD44
Tumor,pericyte,SDC2_ADGRA2,378,Tumor_pericyte_SDC2_ADGRA2
pericyte,pericyte,PROS1_AXL,378,pericyte_pericyte_PROS1_AXL
fat cell,Tumor,THY1_ADGRE5,378,fat cell_Tumor_THY1_ADGRE5
fibroblast,macrophage,THBS2_CD47,377,fibroblast_macrophage_THBS2_CD47
pericyte,Tumor,TNC_SDC4,377,pericyte_Tumor_TNC_SDC4
endothelial cell,endothelial cell,RELN_VLDLR,376,endothelial cell_endothelial cell_RELN_VLDLR
Tumor,pericyte,VEGFC_VEGFR2,376,Tumor_pericyte_VEGFC_VEGFR2
Tumor,endothelial cell,WNT5B_FZD4,375,Tumor_endothelial cell_WNT5B_FZD4
pericyte,Tumor,PDGFA_PDGFRA,374,pericyte_Tumor_PDGFA_PDGFRA
Tumor,pericyte,SEMA4C_PLXNB2,374,Tumor_pericyte_SEMA4C_PLXNB2
endothelial cell,fibroblast,PDGFA_PDGFRA,374,endothelial cell_fibroblast_PDGFA_PDGFRA
muscle cell,neutrophil,COL4A2_CD44,373,muscle cell_neutrophil_COL4A2_CD44
pericyte,fibroblast,COL4A2_CD44,373,pericyte_fibroblast_COL4A2_CD44
Tumor,muscle cell,CD46_JAG1,372,Tumor_muscle cell_CD46_JAG1
muscle cell,pericyte,THBS2_CD47,372,muscle cell_pericyte_THBS2_CD47
pericyte,fibroblast,COL4A1_CD44,371,pericyte_fibroblast_COL4A1_CD44
pericyte,Tumor,JAM3_F11R,371,pericyte_Tumor_JAM3_F11R
endothelial cell,fat cell,DLL4_NOTCH1,371,endothelial cell_fat cell_DLL4_NOTCH1
endothelial cell,pericyte,DLL1_NOTCH3,370,endothelial cell_pericyte_DLL1_NOTCH3
pericyte,mast cell,COL4A1_CD44,370,pericyte_mast cell_COL4A1_CD44
endothelial cell,pericyte,DLL1_NOTCH2,370,endothelial cell_pericyte_DLL1_NOTCH2
pericyte,mast cell,COL4A2_CD44,370,pericyte_mast cell_COL4A2_CD44
endothelial cell,pericyte,DLL1_NOTCH1,370,endothelial cell_pericyte_DLL1_NOTCH1
endothelial cell,muscle cell,THBS1_CD47,370,endothelial cell_muscle cell_THBS1_CD47
endothelial cell,fibroblast,CD99_CD99,369,endothelial cell_fibroblast_CD99_CD99
muscle cell,macrophage,PROS1_MERTK,368,muscle cell_macrophage_PROS1_MERTK
endothelial cell,Tumor,JAG1_NOTCH3,368,endothelial cell_Tumor_JAG1_NOTCH3
muscle cell,pericyte,WNT5A_MCAM,368,muscle cell_pericyte_WNT5A_MCAM
pericyte,Tumor,THBS2_SDC4,367,pericyte_Tumor_THBS2_SDC4
pericyte,T cell,LAMC1_CD44,367,pericyte_T cell_LAMC1_CD44
Tumor,pericyte,FGF2_FGFR1,367,Tumor_pericyte_FGF2_FGFR1
endothelial cell,endothelial cell,MPZ_MPZL1,366,endothelial cell_endothelial cell_MPZ_MPZL1
pericyte,fibroblast,PDGFA_PDGFRB,366,pericyte_fibroblast_PDGFA_PDGFRB
endothelial cell,endothelial cell,MPZ_MPZ,366,endothelial cell_endothelial cell_MPZ_MPZ
macrophage,T cell,LGALS9_P4HB,365,macrophage_T cell_LGALS9_P4HB
endothelial cell,mast cell,CXCL12_CXCR4,365,endothelial cell_mast cell_CXCL12_CXCR4
pericyte,endothelial cell,ANGPTL2_TLR4,365,pericyte_endothelial cell_ANGPTL2_TLR4
endothelial cell,Tumor,APP_TNFRSF21,365,endothelial cell_Tumor_APP_TNFRSF21
fibroblast,macrophage,COL4A1_CD44,364,fibroblast_macrophage_COL4A1_CD44
macrophage,macrophage,THY1_ADGRE2,364,macrophage_macrophage_THY1_ADGRE2
endothelial cell,fat cell,JAG1_NOTCH1,364,endothelial cell_fat cell_JAG1_NOTCH1
pericyte,fibroblast,JAG1_NOTCH2,363,pericyte_fibroblast_JAG1_NOTCH2
endothelial cell,T cell,NECTIN2_TIGIT,363,endothelial cell_T cell_NECTIN2_TIGIT
macrophage,endothelial cell,SEMA4D_PLXNB2,363,macrophage_endothelial cell_SEMA4D_PLXNB2
Tumor,fat cell,LAMC1_CD44,363,Tumor_fat cell_LAMC1_CD44
muscle cell,macrophage,ANGPTL2_TLR4,362,muscle cell_macrophage_ANGPTL2_TLR4
endothelial cell,endothelial cell,IGF2_IGF2R,362,endothelial cell_endothelial cell_IGF2_IGF2R
muscle cell,muscle cell,LAMC1_CD44,361,muscle cell_muscle cell_LAMC1_CD44
endothelial cell,mast cell,LAMC1_CD44,361,endothelial cell_mast cell_LAMC1_CD44
pericyte,pericyte,WNT5A_MCAM,360,pericyte_pericyte_WNT5A_MCAM
pericyte,endothelial cell,CD34_SELP,360,pericyte_endothelial cell_CD34_SELP
pericyte,dendritic cell,LAMC1_CD44,360,pericyte_dendritic cell_LAMC1_CD44
pericyte,endothelial cell,COL4A2_CD44,359,pericyte_endothelial cell_COL4A2_CD44
Tumor,pericyte,MPZL1_MPZL1,357,Tumor_pericyte_MPZL1_MPZL1
fat cell,pericyte,CD46_JAG1,357,fat cell_pericyte_CD46_JAG1
fat cell,macrophage,LAMC1_CD44,357,fat cell_macrophage_LAMC1_CD44
fibroblast,macrophage,GAS6_MERTK,357,fibroblast_macrophage_GAS6_MERTK
Tumor,muscle cell,GAS6_AXL,356,Tumor_muscle cell_GAS6_AXL
Tumor,pericyte,ANGPTL4_CDH11,356,Tumor_pericyte_ANGPTL4_CDH11
muscle cell,dendritic cell,COL4A1_CD44,355,muscle cell_dendritic cell_COL4A1_CD44
Tumor,fat cell,PDGFB_PDGFRB,355,Tumor_fat cell_PDGFB_PDGFRB
muscle cell,endothelial cell,THBS2_CD47,354,muscle cell_endothelial cell_THBS2_CD47
pericyte,muscle cell,PDGFB_PDGFRB,354,pericyte_muscle cell_PDGFB_PDGFRB
pericyte,B cell,COL4A2_CD44,353,pericyte_B cell_COL4A2_CD44
fibroblast,macrophage,CD99_PILRA,353,fibroblast_macrophage_CD99_PILRA
pericyte,dendritic cell,JAG1_NOTCH2,353,pericyte_dendritic cell_JAG1_NOTCH2
pericyte,B cell,COL4A1_CD44,353,pericyte_B cell_COL4A1_CD44
mast cell,pericyte,PECAM1_PECAM1,352,mast cell_pericyte_PECAM1_PECAM1
fat cell,macrophage,ANGPTL2_TLR4,352,fat cell_macrophage_ANGPTL2_TLR4
fat cell,macrophage,APP_TNFRSF21,351,fat cell_macrophage_APP_TNFRSF21
fibroblast,pericyte,SDC2_ADGRA2,351,fibroblast_pericyte_SDC2_ADGRA2
Tumor,Tumor,EDN1_EDNRA,350,Tumor_Tumor_EDN1_EDNRA
fibroblast,endothelial cell,SDC2_ADGRA2,349,fibroblast_endothelial cell_SDC2_ADGRA2
endothelial cell,fat cell,GJA1_GJA1,349,endothelial cell_fat cell_GJA1_GJA1
muscle cell,Tumor,THBS1_CD47,349,muscle cell_Tumor_THBS1_CD47
macrophage,macrophage,F11R_F11R,349,macrophage_macrophage_F11R_F11R
endothelial cell,Tumor,GJA1_GJA1,349,endothelial cell_Tumor_GJA1_GJA1
muscle cell,pericyte,PDGFA_PDGFRB,348,muscle cell_pericyte_PDGFA_PDGFRB
mast cell,endothelial cell,PECAM1_PECAM1,348,mast cell_endothelial cell_PECAM1_PECAM1
pericyte,pericyte,GJC1_GJA1,347,pericyte_pericyte_GJC1_GJA1
muscle cell,endothelial cell,THBS2_CD36,346,muscle cell_endothelial cell_THBS2_CD36
endothelial cell,monocyte,JAG1_NOTCH2,346,endothelial cell_monocyte_JAG1_NOTCH2
muscle cell,macrophage,APP_TNFRSF21,346,muscle cell_macrophage_APP_TNFRSF21
Tumor,endothelial cell,FGF2_FGFR1,345,Tumor_endothelial cell_FGF2_FGFR1
endothelial cell,dendritic cell,F11R_F11R,345,endothelial cell_dendritic cell_F11R_F11R
neutrophil,macrophage,CD99_PILRA,345,neutrophil_macrophage_CD99_PILRA
macrophage,pericyte,SEMA4D_PLXNB2,345,macrophage_pericyte_SEMA4D_PLXNB2
muscle cell,dendritic cell,COL4A2_CD44,345,muscle cell_dendritic cell_COL4A2_CD44
endothelial cell,monocyte,CXCL12_CXCR4,344,endothelial cell_monocyte_CXCL12_CXCR4
fat cell,endothelial cell,CD46_JAG1,344,fat cell_endothelial cell_CD46_JAG1
muscle cell,macrophage,PLAU_PLAUR,344,muscle cell_macrophage_PLAU_PLAUR
Tumor,Tumor,FGF1_FGFR1,342,Tumor_Tumor_FGF1_FGFR1
muscle cell,T cell,COL4A1_CD44,342,muscle cell_T cell_COL4A1_CD44
endothelial cell,B cell,THY1_ADGRE5,341,endothelial cell_B cell_THY1_ADGRE5
endothelial cell,Tumor,TNXB_SDC4,341,endothelial cell_Tumor_TNXB_SDC4
Tumor,macrophage,APP_TNFRSF21,340,Tumor_macrophage_APP_TNFRSF21
pericyte,macrophage,PROS1_AXL,340,pericyte_macrophage_PROS1_AXL
muscle cell,fat cell,JAG1_NOTCH2,339,muscle cell_fat cell_JAG1_NOTCH2
endothelial cell,neutrophil,ANGPTL2_TLR4,339,endothelial cell_neutrophil_ANGPTL2_TLR4
endothelial cell,fat cell,DLL4_NOTCH3,339,endothelial cell_fat cell_DLL4_NOTCH3
muscle cell,Tumor,HSPG2_DAG1,339,muscle cell_Tumor_HSPG2_DAG1
pericyte,fat cell,THBS1_CD47,338,pericyte_fat cell_THBS1_CD47
muscle cell,pericyte,APP_TNFRSF21,338,muscle cell_pericyte_APP_TNFRSF21
endothelial cell,dendritic cell,JAG1_NOTCH1,337,endothelial cell_dendritic cell_JAG1_NOTCH1
muscle cell,muscle cell,THBS2_CD47,336,muscle cell_muscle cell_THBS2_CD47
fibroblast,endothelial cell,THBS2_CD47,336,fibroblast_endothelial cell_THBS2_CD47
macrophage,neutrophil,LGALS9_P4HB,336,macrophage_neutrophil_LGALS9_P4HB
endothelial cell,T cell,PVR_TIGIT,335,endothelial cell_T cell_PVR_TIGIT
endothelial cell,Tumor,EFNB2_EPHA4,334,endothelial cell_Tumor_EFNB2_EPHA4
muscle cell,endothelial cell,THBS1_CD36,334,muscle cell_endothelial cell_THBS1_CD36
Tumor,muscle cell,FGF2_FGFR1,334,Tumor_muscle cell_FGF2_FGFR1
dendritic cell,macrophage,PECAM1_PECAM1,334,dendritic cell_macrophage_PECAM1_PECAM1
muscle cell,macrophage,GAS6_AXL,334,muscle cell_macrophage_GAS6_AXL
endothelial cell,pericyte,PDGFB_PDGFRA,333,endothelial cell_pericyte_PDGFB_PDGFRA
muscle cell,T cell,THY1_ADGRE5,333,muscle cell_T cell_THY1_ADGRE5
muscle cell,endothelial cell,JAG1_NOTCH3,333,muscle cell_endothelial cell_JAG1_NOTCH3
muscle cell,pericyte,THBS1_CD36,333,muscle cell_pericyte_THBS1_CD36
fat cell,macrophage,GAS6_AXL,332,fat cell_macrophage_GAS6_AXL
fibroblast,macrophage,THY1_ADGRE2,332,fibroblast_macrophage_THY1_ADGRE2
mast cell,macrophage,GAS6_MERTK,332,mast cell_macrophage_GAS6_MERTK
fibroblast,Tumor,THBS2_CD47,332,fibroblast_Tumor_THBS2_CD47
muscle cell,monocyte,COL4A1_CD44,331,muscle cell_monocyte_COL4A1_CD44
mast cell,macrophage,CD99_PILRA,331,mast cell_macrophage_CD99_PILRA
pericyte,neutrophil,CXCL12_CXCR4,330,pericyte_neutrophil_CXCL12_CXCR4
pericyte,monocyte,COL4A1_CD44,329,pericyte_monocyte_COL4A1_CD44
macrophage,pericyte,CD46_JAG1,329,macrophage_pericyte_CD46_JAG1
endothelial cell,neutrophil,JAM3_F11R,329,endothelial cell_neutrophil_JAM3_F11R
pericyte,monocyte,COL4A2_CD44,329,pericyte_monocyte_COL4A2_CD44
endothelial cell,dendritic cell,JAM3_F11R,329,endothelial cell_dendritic cell_JAM3_F11R
fibroblast,macrophage,COL4A2_CD44,328,fibroblast_macrophage_COL4A2_CD44
muscle cell,Tumor,COL4A1_SDC4,328,muscle cell_Tumor_COL4A1_SDC4
endothelial cell,mast cell,THBS1_CD47,328,endothelial cell_mast cell_THBS1_CD47
pericyte,muscle cell,CD99_CD99,328,pericyte_muscle cell_CD99_CD99
