source,target,lr_pair,sum_count,interaction_key
fat cell,mast cell,JAM2_F11R,12,fat cell_mast cell_JAM2_F11R
endothelial cell,mast cell,EDN1_EDNRA,12,endothelial cell_mast cell_EDN1_EDNRA
Tumor,T cell,FGF2_FGFR1,12,Tumor_T cell_FGF2_FGFR1
Tumor,mast cell,NECTIN3_NECTIN2,12,Tumor_mast cell_NECTIN3_NECTIN2
Tumor,mast cell,PDGFB_PDGFRA,12,Tumor_mast cell_PDGFB_PDGFRA
Tumor,B cell,COL4A2_SDC4,12,Tumor_B cell_COL4A2_SDC4
Tumor,mast cell,PDGFD_PDGFRB,12,Tumor_mast cell_PDGFD_PDGFRB
mast cell,Tumor,IGF2_IGF1R,12,mast cell_Tumor_IGF2_IGF1R
mast cell,fibroblast,ANGPTL2_TLR4,12,mast cell_fibroblast_ANGPTL2_TLR4
dendritic cell,macrophage,CCL8_CCR1,12,dendritic cell_macrophage_CCL8_CCR1
pericyte,mast cell,APP_TNFRSF21,12,pericyte_mast cell_APP_TNFRSF21
dendritic cell,macrophage,COMP_CD36,12,dendritic cell_macrophage_COMP_CD36
Tumor,mast cell,THBS1_CD36,12,Tumor_mast cell_THBS1_CD36
mast cell,B cell,JAG1_NOTCH2,12,mast cell_B cell_JAG1_NOTCH2
Tumor,B cell,LPAR3_ADGRE5,12,Tumor_B cell_LPAR3_ADGRE5
mast cell,fat cell,JAG1_NOTCH4,12,mast cell_fat cell_JAG1_NOTCH4
B cell,endothelial cell,THY1_ADGRE2,12,B cell_endothelial cell_THY1_ADGRE2
Tumor,monocyte,COL2A1_CD44,12,Tumor_monocyte_COL2A1_CD44
Tumor,B cell,NECTIN2_CD226,12,Tumor_B cell_NECTIN2_CD226
mast cell,fat cell,FGF2_FGFR1,12,mast cell_fat cell_FGF2_FGFR1
fat cell,T cell,ICOSL_CTLA4,12,fat cell_T cell_ICOSL_CTLA4
Tumor,B cell,PROS1_AXL,12,Tumor_B cell_PROS1_AXL
fat cell,T cell,ICOSL_CD28,12,fat cell_T cell_ICOSL_CD28
fat cell,dendritic cell,CSF1_CSF1R,12,fat cell_dendritic cell_CSF1_CSF1R
endothelial cell,neutrophil,IL16_CD4,12,endothelial cell_neutrophil_IL16_CD4
endothelial cell,neutrophil,SDC2_ADGRA2,12,endothelial cell_neutrophil_SDC2_ADGRA2
Tumor,B cell,PVR_CD226,12,Tumor_B cell_PVR_CD226
Tumor,B cell,SEMA4C_PLXNB2,12,Tumor_B cell_SEMA4C_PLXNB2
Tumor,B cell,THBS1_SDC4,12,Tumor_B cell_THBS1_SDC4
macrophage,pericyte,THY1_ADGRE2,12,macrophage_pericyte_THY1_ADGRE2
Tumor,B cell,COL4A1_SDC4,12,Tumor_B cell_COL4A1_SDC4
muscle cell,neutrophil,PDGFC_PDGFRA,12,muscle cell_neutrophil_PDGFC_PDGFRA
endothelial cell,mast cell,LAMA3_DAG1,12,endothelial cell_mast cell_LAMA3_DAG1
muscle cell,B cell,CSF1_CSF1R,12,muscle cell_B cell_CSF1_CSF1R
pericyte,fibroblast,JAM3_F11R,12,pericyte_fibroblast_JAM3_F11R
Tumor,natural killer cell,PVR_TIGIT,12,Tumor_natural killer cell_PVR_TIGIT
mast cell,macrophage,GRN_SORT1,12,mast cell_macrophage_GRN_SORT1
B cell,mast cell,THBS1_CD36,12,B cell_mast cell_THBS1_CD36
neutrophil,mast cell,ENTPD1_ADORA3,12,neutrophil_mast cell_ENTPD1_ADORA3
B cell,mast cell,PLAU_PLAUR,12,B cell_mast cell_PLAU_PLAUR
fibroblast,B cell,ICAM1_SPN,12,fibroblast_B cell_ICAM1_SPN
fat cell,fibroblast,PROS1_AXL,12,fat cell_fibroblast_PROS1_AXL
fibroblast,B cell,ICAM1_ITGAL,12,fibroblast_B cell_ICAM1_ITGAL
fat cell,muscle cell,COL4A1_ADGRG6,12,fat cell_muscle cell_COL4A1_ADGRG6
dendritic cell,fibroblast,PDGFB_PDGFRB,12,dendritic cell_fibroblast_PDGFB_PDGFRB
natural killer cell,macrophage,GZMA_F2R,12,natural killer cell_macrophage_GZMA_F2R
Tumor,macrophage,VEGFC_VEGFR2R3,12,Tumor_macrophage_VEGFC_VEGFR2R3
dendritic cell,fibroblast,PDGFD_PDGFRB,12,dendritic cell_fibroblast_PDGFD_PDGFRB
Tumor,macrophage,VEGFC_VEGFR3,12,Tumor_macrophage_VEGFC_VEGFR3
macrophage,dendritic cell,THY1_ADGRE5,12,macrophage_dendritic cell_THY1_ADGRE5
mast cell,macrophage,BTLA_TNFRSF14,12,mast cell_macrophage_BTLA_TNFRSF14
macrophage,dendritic cell,THBS2_CD36,12,macrophage_dendritic cell_THBS2_CD36
Tumor,mast cell,CD70_CD27,12,Tumor_mast cell_CD70_CD27
B cell,macrophage,TNFSF14_TNFRSF14,12,B cell_macrophage_TNFSF14_TNFRSF14
B cell,macrophage,TNFSF14_LTBR,12,B cell_macrophage_TNFSF14_LTBR
Tumor,mast cell,CXCL12_CXCR4,12,Tumor_mast cell_CXCL12_CXCR4
mast cell,fibroblast,THBS1_CD47,12,mast cell_fibroblast_THBS1_CD47
Tumor,T cell,LPAR3_ADGRE5,12,Tumor_T cell_LPAR3_ADGRE5
mast cell,fibroblast,PDGFC_PDGFRA,12,mast cell_fibroblast_PDGFC_PDGFRA
Tumor,B cell,ANGPTL4_SDC4,12,Tumor_B cell_ANGPTL4_SDC4
Tumor,mast cell,LGALS9_P4HB,12,Tumor_mast cell_LGALS9_P4HB
Tumor,macrophage,VEGFC_VEGFR2,12,Tumor_macrophage_VEGFC_VEGFR2
Tumor,B cell,VEGFA_VEGFR2,12,Tumor_B cell_VEGFA_VEGFR2
muscle cell,dendritic cell,CD55_ADGRE5,12,muscle cell_dendritic cell_CD55_ADGRE5
T cell,T cell,CD160_TNFRSF14,12,T cell_T cell_CD160_TNFRSF14
dendritic cell,T cell,NECTIN2_CD226,12,dendritic cell_T cell_NECTIN2_CD226
T cell,Tumor,CXCL12_ACKR3,12,T cell_Tumor_CXCL12_ACKR3
dendritic cell,Tumor,LAMC2_DAG1,12,dendritic cell_Tumor_LAMC2_DAG1
dendritic cell,neutrophil,VEGFA_VEGFR2,12,dendritic cell_neutrophil_VEGFA_VEGFR2
dendritic cell,T cell,ICOSL_CTLA4,12,dendritic cell_T cell_ICOSL_CTLA4
dendritic cell,T cell,ICOSL_CD28,12,dendritic cell_T cell_ICOSL_CD28
neutrophil,pericyte,THY1_ADGRE2,12,neutrophil_pericyte_THY1_ADGRE2
dendritic cell,Tumor,PDGFD_PDGFRB,12,dendritic cell_Tumor_PDGFD_PDGFRB
dendritic cell,muscle cell,LAMC2_CD44,12,dendritic cell_muscle cell_LAMC2_CD44
dendritic cell,neutrophil,THBS1_CD36,12,dendritic cell_neutrophil_THBS1_CD36
pericyte,dendritic cell,EDN1_EDNRA,12,pericyte_dendritic cell_EDN1_EDNRA
natural killer cell,natural killer cell,CDH1_CDH1,12,natural killer cell_natural killer cell_CDH1_CDH1
neutrophil,Tumor,MPZ_MPZL1,12,neutrophil_Tumor_MPZ_MPZL1
T cell,Tumor,CCL8_CCR1,12,T cell_Tumor_CCL8_CCR1
dendritic cell,B cell,THBS1_CD47,12,dendritic cell_B cell_THBS1_CD47
pericyte,T cell,ICOSL_ICOS,12,pericyte_T cell_ICOSL_ICOS
macrophage,endothelial cell,COL4A1_CD44,12,macrophage_endothelial cell_COL4A1_CD44
dendritic cell,muscle cell,FGF7_FGFR1,12,dendritic cell_muscle cell_FGF7_FGFR1
T cell,T cell,GZMA_PARD3,12,T cell_T cell_GZMA_PARD3
monocyte,endothelial cell,WNT5A_FZD4,12,monocyte_endothelial cell_WNT5A_FZD4
pericyte,T cell,ICOSL_CTLA4,12,pericyte_T cell_ICOSL_CTLA4
pericyte,B cell,COMP_CD47,12,pericyte_B cell_COMP_CD47
pericyte,B cell,CSF1_CSF1R,12,pericyte_B cell_CSF1_CSF1R
pericyte,T cell,SEMA4C_PLXNB2,12,pericyte_T cell_SEMA4C_PLXNB2
dendritic cell,neutrophil,VEGFC_VEGFR2,12,dendritic cell_neutrophil_VEGFC_VEGFR2
dendritic cell,neutrophil,VEGFC_VEGFR2R3,12,dendritic cell_neutrophil_VEGFC_VEGFR2R3
dendritic cell,neutrophil,VEGFC_VEGFR3,12,dendritic cell_neutrophil_VEGFC_VEGFR3
pericyte,muscle cell,THY1_ADGRE2,12,pericyte_muscle cell_THY1_ADGRE2
neutrophil,pericyte,PECAM1_CD38,12,neutrophil_pericyte_PECAM1_CD38
dendritic cell,Tumor,FGF7_FGFR1,12,dendritic cell_Tumor_FGF7_FGFR1
mast cell,pericyte,THY1_ADGRE2,12,mast cell_pericyte_THY1_ADGRE2
muscle cell,dendritic cell,GAS6_AXL,12,muscle cell_dendritic cell_GAS6_AXL
muscle cell,dendritic cell,CSF1_CSF1R,12,muscle cell_dendritic cell_CSF1_CSF1R
dendritic cell,muscle cell,THBS2_CD36,12,dendritic cell_muscle cell_THBS2_CD36
dendritic cell,Tumor,GJA1_GJA1,12,dendritic cell_Tumor_GJA1_GJA1
dendritic cell,Tumor,GZMA_F2RL1,12,dendritic cell_Tumor_GZMA_F2RL1
neutrophil,pericyte,CXCL12_CXCR4,12,neutrophil_pericyte_CXCL12_CXCR4
dendritic cell,Tumor,GZMA_PARD3,12,dendritic cell_Tumor_GZMA_PARD3
T cell,fat cell,CXCL12_CXCR4,12,T cell_fat cell_CXCL12_CXCR4
macrophage,Tumor,WNT5A_FZD6,12,macrophage_Tumor_WNT5A_FZD6
macrophage,Tumor,COMP_CD47,12,macrophage_Tumor_COMP_CD47
T cell,dendritic cell,COL4A1_CD44,12,T cell_dendritic cell_COL4A1_CD44
neutrophil,B cell,CCL8_CCR1,12,neutrophil_B cell_CCL8_CCR1
neutrophil,B cell,APP_SORL1,12,neutrophil_B cell_APP_SORL1
natural killer cell,macrophage,ICAM1_ITGAL,12,natural killer cell_macrophage_ICAM1_ITGAL
neutrophil,pericyte,ADCYAP1_ADCYAP1R1,12,neutrophil_pericyte_ADCYAP1_ADCYAP1R1
natural killer cell,pericyte,SELL_CD34,12,natural killer cell_pericyte_SELL_CD34
macrophage,natural killer cell,NECTIN2_TIGIT,12,macrophage_natural killer cell_NECTIN2_TIGIT
dendritic cell,Tumor,HGF_MET,12,dendritic cell_Tumor_HGF_MET
monocyte,endothelial cell,WNT5A_MCAM,12,monocyte_endothelial cell_WNT5A_MCAM
dendritic cell,Tumor,ENTPD1_ADORA1,12,dendritic cell_Tumor_ENTPD1_ADORA1
mast cell,T cell,ICAM1_SPN,12,mast cell_T cell_ICAM1_SPN
fibroblast,macrophage,TNC_SDC4,12,fibroblast_macrophage_TNC_SDC4
dendritic cell,fat cell,LAMB3_DAG1,12,dendritic cell_fat cell_LAMB3_DAG1
dendritic cell,muscle cell,BTLA_TNFRSF14,12,dendritic cell_muscle cell_BTLA_TNFRSF14
B cell,pericyte,TNFSF14_TNFRSF14,12,B cell_pericyte_TNFSF14_TNFRSF14
B cell,pericyte,TNFSF14_LTBR,12,B cell_pericyte_TNFSF14_LTBR
endothelial cell,fat cell,FGF2_FGFR1,12,endothelial cell_fat cell_FGF2_FGFR1
dendritic cell,dendritic cell,FLRT3_ADGRL1,12,dendritic cell_dendritic cell_FLRT3_ADGRL1
macrophage,Tumor,SEMA4C_PLXNB2,12,macrophage_Tumor_SEMA4C_PLXNB2
natural killer cell,macrophage,THBS1_CD47,12,natural killer cell_macrophage_THBS1_CD47
natural killer cell,macrophage,THBS1_CD36,12,natural killer cell_macrophage_THBS1_CD36
dendritic cell,dendritic cell,FLRT3_FLRT3,12,dendritic cell_dendritic cell_FLRT3_FLRT3
fibroblast,macrophage,THBS1_SDC4,12,fibroblast_macrophage_THBS1_SDC4
dendritic cell,fat cell,FGF7_FGFR1,12,dendritic cell_fat cell_FGF7_FGFR1
macrophage,neutrophil,CXCL16_CXCR6,12,macrophage_neutrophil_CXCL16_CXCR6
pericyte,T cell,APP_TNFRSF21,12,pericyte_T cell_APP_TNFRSF21
pericyte,B cell,WNT5A_FZD4,12,pericyte_B cell_WNT5A_FZD4
dendritic cell,neutrophil,ADM_CALCRL,12,dendritic cell_neutrophil_ADM_CALCRL
pericyte,B cell,KITL_KIT,12,pericyte_B cell_KITL_KIT
dendritic cell,dendritic cell,COL4A5_CD44,12,dendritic cell_dendritic cell_COL4A5_CD44
dendritic cell,dendritic cell,IGF2_IGF2R,12,dendritic cell_dendritic cell_IGF2_IGF2R
macrophage,neutrophil,COL4A1_ADGRG6,12,macrophage_neutrophil_COL4A1_ADGRG6
dendritic cell,dendritic cell,IGF2_IGF1R,12,dendritic cell_dendritic cell_IGF2_IGF1R
neutrophil,T cell,NECTIN2_CD226,12,neutrophil_T cell_NECTIN2_CD226
macrophage,neutrophil,LAIR1_LILRB4,12,macrophage_neutrophil_LAIR1_LILRB4
natural killer cell,macrophage,LAMB3_CD44,12,natural killer cell_macrophage_LAMB3_CD44
pericyte,T cell,GJC1_GJA1,12,pericyte_T cell_GJC1_GJA1
dendritic cell,fat cell,PDGFA_PDGFRA,12,dendritic cell_fat cell_PDGFA_PDGFRA
pericyte,T cell,GJA1_GJA1,12,pericyte_T cell_GJA1_GJA1
fibroblast,Tumor,PTPRM_PTPRM,12,fibroblast_Tumor_PTPRM_PTPRM
T cell,muscle cell,COL4A1_ADGRG6,12,T cell_muscle cell_COL4A1_ADGRG6
dendritic cell,neutrophil,ANGPT2_TEK,12,dendritic cell_neutrophil_ANGPT2_TEK
natural killer cell,macrophage,LAMC2_CD44,12,natural killer cell_macrophage_LAMC2_CD44
fat cell,natural killer cell,JAG1_NOTCH2,12,fat cell_natural killer cell_JAG1_NOTCH2
dendritic cell,dendritic cell,DLL3_NOTCH2,12,dendritic cell_dendritic cell_DLL3_NOTCH2
mast cell,natural killer cell,JAG1_NOTCH2,12,mast cell_natural killer cell_JAG1_NOTCH2
T cell,fat cell,THBS1_SDC4,12,T cell_fat cell_THBS1_SDC4
pericyte,B cell,LGALS9_P4HB,11,pericyte_B cell_LGALS9_P4HB
neutrophil,macrophage,IGF2_IGF2R,11,neutrophil_macrophage_IGF2_IGF2R
neutrophil,macrophage,JAG1_NOTCH1,11,neutrophil_macrophage_JAG1_NOTCH1
muscle cell,neutrophil,SDC2_ADGRA2,11,muscle cell_neutrophil_SDC2_ADGRA2
macrophage,B cell,CD46_JAG1,11,macrophage_B cell_CD46_JAG1
macrophage,fat cell,VEGFC_VEGFR2,11,macrophage_fat cell_VEGFC_VEGFR2
B cell,macrophage,CCL8_CCR1,11,B cell_macrophage_CCL8_CCR1
neutrophil,macrophage,JAM2_F11R,11,neutrophil_macrophage_JAM2_F11R
macrophage,B cell,CLEC2A_KLRB1,11,macrophage_B cell_CLEC2A_KLRB1
Tumor,B cell,COL2A1_CD44,11,Tumor_B cell_COL2A1_CD44
macrophage,B cell,ICOSL_CTLA4,11,macrophage_B cell_ICOSL_CTLA4
pericyte,T cell,PDGFB_PDGFRA,11,pericyte_T cell_PDGFB_PDGFRA
B cell,fibroblast,TNC_SDC4,11,B cell_fibroblast_TNC_SDC4
B cell,fibroblast,THBS1_SDC4,11,B cell_fibroblast_THBS1_SDC4
B cell,fibroblast,COL4A2_SDC4,11,B cell_fibroblast_COL4A2_SDC4
neutrophil,T cell,LAMB3_CD44,11,neutrophil_T cell_LAMB3_CD44
B cell,Tumor,APP_SORL1,11,B cell_Tumor_APP_SORL1
Tumor,mast cell,TNFSF14_LTBR,11,Tumor_mast cell_TNFSF14_LTBR
fibroblast,B cell,CXCL9_CXCR3,11,fibroblast_B cell_CXCL9_CXCR3
B cell,fibroblast,COL4A1_SDC4,11,B cell_fibroblast_COL4A1_SDC4
T cell,fibroblast,THBS1_CD47,11,T cell_fibroblast_THBS1_CD47
fibroblast,fibroblast,COL4A2_SDC4,11,fibroblast_fibroblast_COL4A2_SDC4
neutrophil,endothelial cell,TNFSF10_TNFRSF10B,11,neutrophil_endothelial cell_TNFSF10_TNFRSF10B
macrophage,B cell,ICOSL_CD28,11,macrophage_B cell_ICOSL_CD28
pericyte,B cell,CXCL9_CXCR3,11,pericyte_B cell_CXCL9_CXCR3
Tumor,T cell,CD80_CTLA4,11,Tumor_T cell_CD80_CTLA4
muscle cell,neutrophil,IGF2_IGF1R,11,muscle cell_neutrophil_IGF2_IGF1R
B cell,fibroblast,ANGPTL4_SDC4,11,B cell_fibroblast_ANGPTL4_SDC4
B cell,fibroblast,PDGFA_PDGFRB,11,B cell_fibroblast_PDGFA_PDGFRB
macrophage,B cell,JAG1_NOTCH1,11,macrophage_B cell_JAG1_NOTCH1
Tumor,T cell,COL4A5_CD44,11,Tumor_T cell_COL4A5_CD44
B cell,fat cell,THY1_ADGRE5,11,B cell_fat cell_THY1_ADGRE5
pericyte,natural killer cell,ANGPTL4_SDC4,11,pericyte_natural killer cell_ANGPTL4_SDC4
muscle cell,neutrophil,IGF2_IGF2R,11,muscle cell_neutrophil_IGF2_IGF2R
pericyte,natural killer cell,ANGPTL4_SDC2,11,pericyte_natural killer cell_ANGPTL4_SDC2
Tumor,endothelial cell,NTN1_UNC5A,11,Tumor_endothelial cell_NTN1_UNC5A
B cell,fibroblast,THBS1_CD47,11,B cell_fibroblast_THBS1_CD47
B cell,fibroblast,GDF15_TGFBR2,11,B cell_fibroblast_GDF15_TGFBR2
fibroblast,neutrophil,ANGPTL4_SDC2,11,fibroblast_neutrophil_ANGPTL4_SDC2
muscle cell,neutrophil,MPZL1_MPZL1,11,muscle cell_neutrophil_MPZL1_MPZL1
Tumor,T cell,CD80_CD28,11,Tumor_T cell_CD80_CD28
neutrophil,pericyte,WNT5A_FZD10,11,neutrophil_pericyte_WNT5A_FZD10
macrophage,dendritic cell,CD55_ADGRE5,11,macrophage_dendritic cell_CD55_ADGRE5
macrophage,dendritic cell,MPZL1_MPZL1,11,macrophage_dendritic cell_MPZL1_MPZL1
B cell,pericyte,WNT5A_FZD10,11,B cell_pericyte_WNT5A_FZD10
macrophage,dendritic cell,APP_TNFRSF21,11,macrophage_dendritic cell_APP_TNFRSF21
T cell,monocyte,LAIR1_LILRB4,11,T cell_monocyte_LAIR1_LILRB4
macrophage,fat cell,ANGPTL4_SDC2,11,macrophage_fat cell_ANGPTL4_SDC2
macrophage,fat cell,ANGPTL4_CDH11,11,macrophage_fat cell_ANGPTL4_CDH11
T cell,T cell,CCL8_CCR1,11,T cell_T cell_CCL8_CCR1
macrophage,dendritic cell,TNFSF13_TNFRSF17,11,macrophage_dendritic cell_TNFSF13_TNFRSF17
macrophage,dendritic cell,TNFSF13B_TNFRSF17,11,macrophage_dendritic cell_TNFSF13B_TNFRSF17
T cell,neutrophil,BTLA_TNFRSF14,11,T cell_neutrophil_BTLA_TNFRSF14
T cell,neutrophil,COL4A1_ADGRG6,11,T cell_neutrophil_COL4A1_ADGRG6
natural killer cell,muscle cell,CD46_JAG1,11,natural killer cell_muscle cell_CD46_JAG1
fibroblast,neutrophil,PDGFC_PDGFRA,11,fibroblast_neutrophil_PDGFC_PDGFRA
T cell,T cell,CXCL16_CXCR6,11,T cell_T cell_CXCL16_CXCR6
T cell,neutrophil,GZMA_F2RL3,11,T cell_neutrophil_GZMA_F2RL3
neutrophil,endothelial cell,JAM2_F11R,11,neutrophil_endothelial cell_JAM2_F11R
T cell,T cell,FASL_FAS,11,T cell_T cell_FASL_FAS
neutrophil,endothelial cell,JAM2_JAM3,11,neutrophil_endothelial cell_JAM2_JAM3
macrophage,T cell,LAMC1_CD44,11,macrophage_T cell_LAMC1_CD44
macrophage,fat cell,CCL7_CCR1,11,macrophage_fat cell_CCL7_CCR1
B cell,pericyte,VEGFC_VEGFR2,11,B cell_pericyte_VEGFC_VEGFR2
neutrophil,macrophage,PDGFC_PDGFRA,11,neutrophil_macrophage_PDGFC_PDGFRA
B cell,muscle cell,TNFSF14_LTBR,11,B cell_muscle cell_TNFSF14_LTBR
B cell,B cell,PECAM1_PECAM1,11,B cell_B cell_PECAM1_PECAM1
natural killer cell,macrophage,CD6_ALCAM,11,natural killer cell_macrophage_CD6_ALCAM
neutrophil,muscle cell,MPZ_MPZL1,11,neutrophil_muscle cell_MPZ_MPZL1
neutrophil,dendritic cell,CXCL9_CXCR3,11,neutrophil_dendritic cell_CXCL9_CXCR3
neutrophil,dendritic cell,BTLA_TNFRSF14,11,neutrophil_dendritic cell_BTLA_TNFRSF14
natural killer cell,fibroblast,FGF2_FGFR1,11,natural killer cell_fibroblast_FGF2_FGFR1
natural killer cell,fibroblast,CD99_CD99,11,natural killer cell_fibroblast_CD99_CD99
natural killer cell,fat cell,IL16_CD4,11,natural killer cell_fat cell_IL16_CD4
macrophage,endothelial cell,CCL7_CCR1,11,macrophage_endothelial cell_CCL7_CCR1
neutrophil,dendritic cell,APP_SORL1,11,neutrophil_dendritic cell_APP_SORL1
pericyte,B cell,LGALS9_CD44,11,pericyte_B cell_LGALS9_CD44
macrophage,dendritic cell,CCL8_CCR2,11,macrophage_dendritic cell_CCL8_CCR2
B cell,pericyte,IGF2_IGF2R,11,B cell_pericyte_IGF2_IGF2R
T cell,natural killer cell,CXCL12_CXCR4,11,T cell_natural killer cell_CXCL12_CXCR4
neutrophil,neutrophil,CSF1_CSF1R,11,neutrophil_neutrophil_CSF1_CSF1R
B cell,muscle cell,TNFSF14_TNFRSF14,11,B cell_muscle cell_TNFSF14_TNFRSF14
neutrophil,neutrophil,CTSG_F2R,11,neutrophil_neutrophil_CTSG_F2R
B cell,muscle cell,LAMC1_CD44,11,B cell_muscle cell_LAMC1_CD44
macrophage,fat cell,GAS6_MERTK,11,macrophage_fat cell_GAS6_MERTK
natural killer cell,Tumor,IL16_CD4,11,natural killer cell_Tumor_IL16_CD4
neutrophil,neutrophil,LAMB3_CD44,11,neutrophil_neutrophil_LAMB3_CD44
B cell,dendritic cell,THBS1_CD47,11,B cell_dendritic cell_THBS1_CD47
neutrophil,neutrophil,TNC_SDC4,11,neutrophil_neutrophil_TNC_SDC4
neutrophil,neutrophil,WNT5A_FZD4,11,neutrophil_neutrophil_WNT5A_FZD4
T cell,Tumor,WNT5A_FZD6,11,T cell_Tumor_WNT5A_FZD6
neutrophil,Tumor,IGF2_IGF2R,11,neutrophil_Tumor_IGF2_IGF2R
T cell,mast cell,CXCL12_CXCR4,11,T cell_mast cell_CXCL12_CXCR4
fibroblast,dendritic cell,JAM2_F11R,11,fibroblast_dendritic cell_JAM2_F11R
B cell,dendritic cell,PECAM1_PECAM1,11,B cell_dendritic cell_PECAM1_PECAM1
fibroblast,macrophage,CCL8_CCR1,11,fibroblast_macrophage_CCL8_CCR1
B cell,Tumor,THBS1_CD47,11,B cell_Tumor_THBS1_CD47
neutrophil,macrophage,SIRPG_CD47,11,neutrophil_macrophage_SIRPG_CD47
fibroblast,B cell,GAS6_AXL,11,fibroblast_B cell_GAS6_AXL
neutrophil,macrophage,SDC2_ADGRA2,11,neutrophil_macrophage_SDC2_ADGRA2
B cell,dendritic cell,ICAM1_ITGAL,11,B cell_dendritic cell_ICAM1_ITGAL
macrophage,fat cell,THY1_ADGRE2,11,macrophage_fat cell_THY1_ADGRE2
T cell,endothelial cell,NCAM1_FGFR1,11,T cell_endothelial cell_NCAM1_FGFR1
fibroblast,monocyte,PROS1_MERTK,11,fibroblast_monocyte_PROS1_MERTK
T cell,Tumor,SIRPG_CD47,11,T cell_Tumor_SIRPG_CD47
neutrophil,endothelial cell,PDGFC_PDGFRA,11,neutrophil_endothelial cell_PDGFC_PDGFRA
T cell,Tumor,GAS6_MERTK,11,T cell_Tumor_GAS6_MERTK
macrophage,T cell,CLEC2A_KLRB1,11,macrophage_T cell_CLEC2A_KLRB1
T cell,monocyte,CCL8_CCR2,11,T cell_monocyte_CCL8_CCR2
fibroblast,mast cell,JAM2_F11R,11,fibroblast_mast cell_JAM2_F11R
T cell,monocyte,CCL8_CCR1,11,T cell_monocyte_CCL8_CCR1
B cell,muscle cell,FGF1_FGFR1,11,B cell_muscle cell_FGF1_FGFR1
T cell,Tumor,COMP_CD47,11,T cell_Tumor_COMP_CD47
T cell,neutrophil,SIRPG_CD47,11,T cell_neutrophil_SIRPG_CD47
natural killer cell,pericyte,ANGPTL4_CDH11,11,natural killer cell_pericyte_ANGPTL4_CDH11
macrophage,fat cell,LAMC1_CD44,11,macrophage_fat cell_LAMC1_CD44
natural killer cell,pericyte,GAS6_AXL,11,natural killer cell_pericyte_GAS6_AXL
Tumor,fibroblast,THY1_ADGRE2,11,Tumor_fibroblast_THY1_ADGRE2
fibroblast,B cell,VEGFA_VEGFR2,11,fibroblast_B cell_VEGFA_VEGFR2
fibroblast,B cell,TNC_SDC4,11,fibroblast_B cell_TNC_SDC4
natural killer cell,pericyte,ANGPTL4_SDC2,11,natural killer cell_pericyte_ANGPTL4_SDC2
fibroblast,B cell,PVR_CD226,11,fibroblast_B cell_PVR_CD226
T cell,Tumor,ENTPD1_ADORA2B,11,T cell_Tumor_ENTPD1_ADORA2B
T cell,mast cell,THBS1_CD47,11,T cell_mast cell_THBS1_CD47
neutrophil,muscle cell,CD55_ADGRE5,11,neutrophil_muscle cell_CD55_ADGRE5
macrophage,fat cell,FGF2_FGFR1,11,macrophage_fat cell_FGF2_FGFR1
dendritic cell,dendritic cell,PDGFB_PDGFRB,11,dendritic cell_dendritic cell_PDGFB_PDGFRB
muscle cell,fibroblast,ANGPTL4_SDC4,11,muscle cell_fibroblast_ANGPTL4_SDC4
muscle cell,monocyte,ANGPT2_TEK,11,muscle cell_monocyte_ANGPT2_TEK
dendritic cell,fat cell,ANGPTL4_SDC2,11,dendritic cell_fat cell_ANGPTL4_SDC2
Tumor,natural killer cell,CXCL12_CXCR4,11,Tumor_natural killer cell_CXCL12_CXCR4
dendritic cell,fat cell,ANGPTL4_CDH11,11,dendritic cell_fat cell_ANGPTL4_CDH11
fat cell,natural killer cell,ANGPTL4_SDC2,11,fat cell_natural killer cell_ANGPTL4_SDC2
monocyte,pericyte,PROS1_AXL,11,monocyte_pericyte_PROS1_AXL
monocyte,fat cell,VEGFC_VEGFR3,11,monocyte_fat cell_VEGFC_VEGFR3
endothelial cell,natural killer cell,GDF15_TGFBR2,11,endothelial cell_natural killer cell_GDF15_TGFBR2
monocyte,fat cell,VEGFC_VEGFR2R3,11,monocyte_fat cell_VEGFC_VEGFR2R3
fat cell,natural killer cell,ANGPTL4_SDC4,11,fat cell_natural killer cell_ANGPTL4_SDC4
muscle cell,monocyte,COL4A1_SDC4,11,muscle cell_monocyte_COL4A1_SDC4
fat cell,natural killer cell,CD55_ADGRE5,11,fat cell_natural killer cell_CD55_ADGRE5
monocyte,fat cell,VEGFC_VEGFR2,11,monocyte_fat cell_VEGFC_VEGFR2
muscle cell,monocyte,COL4A2_SDC4,11,muscle cell_monocyte_COL4A2_SDC4
monocyte,fat cell,VEGFA_VEGFR2,11,monocyte_fat cell_VEGFA_VEGFR2
monocyte,pericyte,PDGFB_PDGFRB,11,monocyte_pericyte_PDGFB_PDGFRB
dendritic cell,endothelial cell,CTSG_F2R,11,dendritic cell_endothelial cell_CTSG_F2R
dendritic cell,muscle cell,CXCL12_CXCR4,11,dendritic cell_muscle cell_CXCL12_CXCR4
dendritic cell,neutrophil,CCL13_CCR1,11,dendritic cell_neutrophil_CCL13_CCR1
monocyte,fat cell,LAMB3_CD44,11,monocyte_fat cell_LAMB3_CD44
muscle cell,fibroblast,THBS1_SDC4,11,muscle cell_fibroblast_THBS1_SDC4
macrophage,neutrophil,CD55_ADGRE5,11,macrophage_neutrophil_CD55_ADGRE5
macrophage,neutrophil,THBS1_SDC4,11,macrophage_neutrophil_THBS1_SDC4
