partner_A	partner_B	ligand_genes	receptor_genes	classification	directionality	id_cp_interaction
1679	1686	GLS2_SLC1A6	GRIK3_GRIK5	Signaling by Glutamate	Ligand-Receptor	CPI-CC0567FF312
1680	1686	GLS2_SLC1A7	GRIK3_GRIK5	Signaling by Glutamate	Ligand-Receptor	CPI-CC015FAF28E
1665	1687	GLS_SLC17A6	GRIN1_GRIN2A	Signaling by Glutamate	Ligand-Receptor	CPI-CC0638AC67E
1666	1687	GLS_SLC17A7	GRIN1_GRIN2A	Signaling by Glutamate	Ligand-Receptor	CPI-CC0456B9A93
1667	1687	GLS_SLC17A8	GRIN1_GRIN2A	Signaling by Glutamate	Ligand-Receptor	CPI-CC0859442EA
1668	1687	GLS_SLC1A1	GRIN1_GRIN2A	Signaling by Glutamate	Ligand-Receptor	CPI-CC0CE99AC11
1669	1687	GLS_SLC1A2	GRIN1_GRIN2A	Signaling by Glutamate	Ligand-Receptor	CPI-CC0AC4592F2
1670	1687	GLS_SLC1A3	GRIN1_GRIN2A	Signaling by Glutamate	Ligand-Receptor	CPI-CC06CC71FC3
1671	1687	GLS_SLC1A6	GRIN1_GRIN2A	Signaling by Glutamate	Ligand-Receptor	CPI-CC06FC18E3A
1672	1687	GLS_SLC1A7	GRIN1_GRIN2A	Signaling by Glutamate	Ligand-Receptor	CPI-CC095C752D3
1673	1687	GLS2_SLC17A6	GRIN1_GRIN2A	Signaling by Glutamate	Ligand-Receptor	CPI-CC05B7F59A7
1674	1687	GLS2_SLC17A7	GRIN1_GRIN2A	Signaling by Glutamate	Ligand-Receptor	CPI-CC0FE97618B
1675	1687	GLS2_SLC17A8	GRIN1_GRIN2A	Signaling by Glutamate	Ligand-Receptor	CPI-CC033072405
1676	1687	GLS2_SLC1A1	GRIN1_GRIN2A	Signaling by Glutamate	Ligand-Receptor	CPI-CC072B222EE
1677	1687	GLS2_SLC1A2	GRIN1_GRIN2A	Signaling by Glutamate	Ligand-Receptor	CPI-CC0DE59E92B
1678	1687	GLS2_SLC1A3	GRIN1_GRIN2A	Signaling by Glutamate	Ligand-Receptor	CPI-CC01CD69B71
1679	1687	GLS2_SLC1A6	GRIN1_GRIN2A	Signaling by Glutamate	Ligand-Receptor	CPI-CC064FD0FE9
1680	1687	GLS2_SLC1A7	GRIN1_GRIN2A	Signaling by Glutamate	Ligand-Receptor	CPI-CC068956044
1665	1688	GLS_SLC17A6	GRIN1_GRIN2B	Signaling by Glutamate	Ligand-Receptor	CPI-CC09E794969
1666	1688	GLS_SLC17A7	GRIN1_GRIN2B	Signaling by Glutamate	Ligand-Receptor	CPI-CC0F0C48A55
1667	1688	GLS_SLC17A8	GRIN1_GRIN2B	Signaling by Glutamate	Ligand-Receptor	CPI-CC014C4FF5F
1668	1688	GLS_SLC1A1	GRIN1_GRIN2B	Signaling by Glutamate	Ligand-Receptor	CPI-CC05708A400
1669	1688	GLS_SLC1A2	GRIN1_GRIN2B	Signaling by Glutamate	Ligand-Receptor	CPI-CC0DCE246DF
1670	1688	GLS_SLC1A3	GRIN1_GRIN2B	Signaling by Glutamate	Ligand-Receptor	CPI-CC0E366FBD5
1671	1688	GLS_SLC1A6	GRIN1_GRIN2B	Signaling by Glutamate	Ligand-Receptor	CPI-CC0664821F8
1672	1688	GLS_SLC1A7	GRIN1_GRIN2B	Signaling by Glutamate	Ligand-Receptor	CPI-CC02CD61933
1673	1688	GLS2_SLC17A6	GRIN1_GRIN2B	Signaling by Glutamate	Ligand-Receptor	CPI-CC081514479
1674	1688	GLS2_SLC17A7	GRIN1_GRIN2B	Signaling by Glutamate	Ligand-Receptor	CPI-CC0B845D70B
1675	1688	GLS2_SLC17A8	GRIN1_GRIN2B	Signaling by Glutamate	Ligand-Receptor	CPI-CC084ABBDE8
1676	1688	GLS2_SLC1A1	GRIN1_GRIN2B	Signaling by Glutamate	Ligand-Receptor	CPI-CC01F565028
1677	1688	GLS2_SLC1A2	GRIN1_GRIN2B	Signaling by Glutamate	Ligand-Receptor	CPI-CC0C109D7DD
1678	1688	GLS2_SLC1A3	GRIN1_GRIN2B	Signaling by Glutamate	Ligand-Receptor	CPI-CC09EB70913
1679	1688	GLS2_SLC1A6	GRIN1_GRIN2B	Signaling by Glutamate	Ligand-Receptor	CPI-CC04A0FDD1C
1680	1688	GLS2_SLC1A7	GRIN1_GRIN2B	Signaling by Glutamate	Ligand-Receptor	CPI-CC02DBB58E9
1665	1689	GLS_SLC17A6	GRIN1_GRIN2C	Signaling by Glutamate	Ligand-Receptor	CPI-CC037EB0864
1666	1689	GLS_SLC17A7	GRIN1_GRIN2C	Signaling by Glutamate	Ligand-Receptor	CPI-CC09A13B23F
1667	1689	GLS_SLC17A8	GRIN1_GRIN2C	Signaling by Glutamate	Ligand-Receptor	CPI-CC07BE1B308
1668	1689	GLS_SLC1A1	GRIN1_GRIN2C	Signaling by Glutamate	Ligand-Receptor	CPI-CC0FC2F01AB
1669	1689	GLS_SLC1A2	GRIN1_GRIN2C	Signaling by Glutamate	Ligand-Receptor	CPI-CC0222B6286
1670	1689	GLS_SLC1A3	GRIN1_GRIN2C	Signaling by Glutamate	Ligand-Receptor	CPI-CC036772033
1671	1689	GLS_SLC1A6	GRIN1_GRIN2C	Signaling by Glutamate	Ligand-Receptor	CPI-CC05B3DB330
1672	1689	GLS_SLC1A7	GRIN1_GRIN2C	Signaling by Glutamate	Ligand-Receptor	CPI-CC0AD6F0571
1673	1689	GLS2_SLC17A6	GRIN1_GRIN2C	Signaling by Glutamate	Ligand-Receptor	CPI-CC041297876
1674	1689	GLS2_SLC17A7	GRIN1_GRIN2C	Signaling by Glutamate	Ligand-Receptor	CPI-CC0F0E50ABC
1675	1689	GLS2_SLC17A8	GRIN1_GRIN2C	Signaling by Glutamate	Ligand-Receptor	CPI-CC00A4CC26C
1676	1689	GLS2_SLC1A1	GRIN1_GRIN2C	Signaling by Glutamate	Ligand-Receptor	CPI-CC01F8CA118
1677	1689	GLS2_SLC1A2	GRIN1_GRIN2C	Signaling by Glutamate	Ligand-Receptor	CPI-CC0AC55FB5B
1678	1689	GLS2_SLC1A3	GRIN1_GRIN2C	Signaling by Glutamate	Ligand-Receptor	CPI-CC0BB3C6CB3
1679	1689	GLS2_SLC1A6	GRIN1_GRIN2C	Signaling by Glutamate	Ligand-Receptor	CPI-CC00F5F0266
1680	1689	GLS2_SLC1A7	GRIN1_GRIN2C	Signaling by Glutamate	Ligand-Receptor	CPI-CC0F83E11EB
1665	1690	GLS_SLC17A6	GRIN1_GRIN2D	Signaling by Glutamate	Ligand-Receptor	CPI-CC04BD88A3A
1666	1690	GLS_SLC17A7	GRIN1_GRIN2D	Signaling by Glutamate	Ligand-Receptor	CPI-CC0B3CE8661
1667	1690	GLS_SLC17A8	GRIN1_GRIN2D	Signaling by Glutamate	Ligand-Receptor	CPI-CC00FE16546
1668	1690	GLS_SLC1A1	GRIN1_GRIN2D	Signaling by Glutamate	Ligand-Receptor	CPI-CC037A4383F
1669	1690	GLS_SLC1A2	GRIN1_GRIN2D	Signaling by Glutamate	Ligand-Receptor	CPI-CC0DD99C42B
1670	1690	GLS_SLC1A3	GRIN1_GRIN2D	Signaling by Glutamate	Ligand-Receptor	CPI-CC016C39E1C
1671	1690	GLS_SLC1A6	GRIN1_GRIN2D	Signaling by Glutamate	Ligand-Receptor	CPI-CC002EFE61E
1672	1690	GLS_SLC1A7	GRIN1_GRIN2D	Signaling by Glutamate	Ligand-Receptor	CPI-CC054692E80
1673	1690	GLS2_SLC17A6	GRIN1_GRIN2D	Signaling by Glutamate	Ligand-Receptor	CPI-CC0B72458CD
1674	1690	GLS2_SLC17A7	GRIN1_GRIN2D	Signaling by Glutamate	Ligand-Receptor	CPI-CC0AA96E404
1675	1690	GLS2_SLC17A8	GRIN1_GRIN2D	Signaling by Glutamate	Ligand-Receptor	CPI-CC02D7E1CD1
1676	1690	GLS2_SLC1A1	GRIN1_GRIN2D	Signaling by Glutamate	Ligand-Receptor	CPI-CC07C08B2DE
1677	1690	GLS2_SLC1A2	GRIN1_GRIN2D	Signaling by Glutamate	Ligand-Receptor	CPI-CC017AB6A86
1678	1690	GLS2_SLC1A3	GRIN1_GRIN2D	Signaling by Glutamate	Ligand-Receptor	CPI-CC01E49D97E
1679	1690	GLS2_SLC1A6	GRIN1_GRIN2D	Signaling by Glutamate	Ligand-Receptor	CPI-CC00BFD8B11
1680	1690	GLS2_SLC1A7	GRIN1_GRIN2D	Signaling by Glutamate	Ligand-Receptor	CPI-CC0D299DB74
1665	1239	GLS_SLC17A6	GRM1	Signaling by Glutamate	Ligand-Receptor	CPI-CS0733858F1
1666	1239	GLS_SLC17A7	GRM1	Signaling by Glutamate	Ligand-Receptor	CPI-CS0C3432D7F
1667	1239	GLS_SLC17A8	GRM1	Signaling by Glutamate	Ligand-Receptor	CPI-CS0A5982069
1668	1239	GLS_SLC1A1	GRM1	Signaling by Glutamate	Ligand-Receptor	CPI-CS059E38F49
1669	1239	GLS_SLC1A2	GRM1	Signaling by Glutamate	Ligand-Receptor	CPI-CS03F7F264A
1670	1239	GLS_SLC1A3	GRM1	Signaling by Glutamate	Ligand-Receptor	CPI-CS06BDC8BFA
1671	1239	GLS_SLC1A6	GRM1	Signaling by Glutamate	Ligand-Receptor	CPI-CS052714C89
1672	1239	GLS_SLC1A7	GRM1	Signaling by Glutamate	Ligand-Receptor	CPI-CS0F62789CF
1673	1239	GLS2_SLC17A6	GRM1	Signaling by Glutamate	Ligand-Receptor	CPI-CS0B1AAAC71
1674	1239	GLS2_SLC17A7	GRM1	Signaling by Glutamate	Ligand-Receptor	CPI-CS059F4ED23
1675	1239	GLS2_SLC17A8	GRM1	Signaling by Glutamate	Ligand-Receptor	CPI-CS0416CB0F5
1676	1239	GLS2_SLC1A1	GRM1	Signaling by Glutamate	Ligand-Receptor	CPI-CS089C871BA
1677	1239	GLS2_SLC1A2	GRM1	Signaling by Glutamate	Ligand-Receptor	CPI-CS070B19B57
1678	1239	GLS2_SLC1A3	GRM1	Signaling by Glutamate	Ligand-Receptor	CPI-CS09CF4D275
1679	1239	GLS2_SLC1A6	GRM1	Signaling by Glutamate	Ligand-Receptor	CPI-CS0C7C7DD02
1680	1239	GLS2_SLC1A7	GRM1	Signaling by Glutamate	Ligand-Receptor	CPI-CS0AF8F897B
1665	1240	GLS_SLC17A6	GRM2	Signaling by Glutamate	Ligand-Receptor	CPI-CS029E1DC98
1666	1240	GLS_SLC17A7	GRM2	Signaling by Glutamate	Ligand-Receptor	CPI-CS046DB98C7
1667	1240	GLS_SLC17A8	GRM2	Signaling by Glutamate	Ligand-Receptor	CPI-CS00F7ADF6B
1668	1240	GLS_SLC1A1	GRM2	Signaling by Glutamate	Ligand-Receptor	CPI-CS099892F99
1669	1240	GLS_SLC1A2	GRM2	Signaling by Glutamate	Ligand-Receptor	CPI-CS08C7956BD
1670	1240	GLS_SLC1A3	GRM2	Signaling by Glutamate	Ligand-Receptor	CPI-CS077A43ACD
1671	1240	GLS_SLC1A6	GRM2	Signaling by Glutamate	Ligand-Receptor	CPI-CS0CD4875F8
1672	1240	GLS_SLC1A7	GRM2	Signaling by Glutamate	Ligand-Receptor	CPI-CS0CA04CA30
1673	1240	GLS2_SLC17A6	GRM2	Signaling by Glutamate	Ligand-Receptor	CPI-CS091852A34
1674	1240	GLS2_SLC17A7	GRM2	Signaling by Glutamate	Ligand-Receptor	CPI-CS0EC77FC9C
1675	1240	GLS2_SLC17A8	GRM2	Signaling by Glutamate	Ligand-Receptor	CPI-CS090CDDA91
1676	1240	GLS2_SLC1A1	GRM2	Signaling by Glutamate	Ligand-Receptor	CPI-CS0286AF8D6
1677	1240	GLS2_SLC1A2	GRM2	Signaling by Glutamate	Ligand-Receptor	CPI-CS0916EF39D
1678	1240	GLS2_SLC1A3	GRM2	Signaling by Glutamate	Ligand-Receptor	CPI-CS07C63C8BC
1679	1240	GLS2_SLC1A6	GRM2	Signaling by Glutamate	Ligand-Receptor	CPI-CS0BC3D8A73
1680	1240	GLS2_SLC1A7	GRM2	Signaling by Glutamate	Ligand-Receptor	CPI-CS0E5972156
1665	1241	GLS_SLC17A6	GRM3	Signaling by Glutamate	Ligand-Receptor	CPI-CS08AC774C8
1666	1241	GLS_SLC17A7	GRM3	Signaling by Glutamate	Ligand-Receptor	CPI-CS013ADF74E
1667	1241	GLS_SLC17A8	GRM3	Signaling by Glutamate	Ligand-Receptor	CPI-CS01EA6FC47
1668	1241	GLS_SLC1A1	GRM3	Signaling by Glutamate	Ligand-Receptor	CPI-CS035E3DC49
1669	1241	GLS_SLC1A2	GRM3	Signaling by Glutamate	Ligand-Receptor	CPI-CS0444827FD
1670	1241	GLS_SLC1A3	GRM3	Signaling by Glutamate	Ligand-Receptor	CPI-CS0D33309E7
1671	1241	GLS_SLC1A6	GRM3	Signaling by Glutamate	Ligand-Receptor	CPI-CS0C43745D6
1672	1241	GLS_SLC1A7	GRM3	Signaling by Glutamate	Ligand-Receptor	CPI-CS0D67AEEF8
1673	1241	GLS2_SLC17A6	GRM3	Signaling by Glutamate	Ligand-Receptor	CPI-CS00469C577
1674	1241	GLS2_SLC17A7	GRM3	Signaling by Glutamate	Ligand-Receptor	CPI-CS0AE7F1FB9
1675	1241	GLS2_SLC17A8	GRM3	Signaling by Glutamate	Ligand-Receptor	CPI-CS0A5B00FEC
1676	1241	GLS2_SLC1A1	GRM3	Signaling by Glutamate	Ligand-Receptor	CPI-CS081D8412E
1677	1241	GLS2_SLC1A2	GRM3	Signaling by Glutamate	Ligand-Receptor	CPI-CS01E5D0183
1678	1241	GLS2_SLC1A3	GRM3	Signaling by Glutamate	Ligand-Receptor	CPI-CS05D1E58B4
1679	1241	GLS2_SLC1A6	GRM3	Signaling by Glutamate	Ligand-Receptor	CPI-CS0554D19E3
1680	1241	GLS2_SLC1A7	GRM3	Signaling by Glutamate	Ligand-Receptor	CPI-CS0F4182DEF
1665	1242	GLS_SLC17A6	GRM4	Signaling by Glutamate	Ligand-Receptor	CPI-CS0ACB62C99
1666	1242	GLS_SLC17A7	GRM4	Signaling by Glutamate	Ligand-Receptor	CPI-CS092F9D032
1667	1242	GLS_SLC17A8	GRM4	Signaling by Glutamate	Ligand-Receptor	CPI-CS03479D25E
1668	1242	GLS_SLC1A1	GRM4	Signaling by Glutamate	Ligand-Receptor	CPI-CS08648BDFD
1669	1242	GLS_SLC1A2	GRM4	Signaling by Glutamate	Ligand-Receptor	CPI-CS0FA9C25E9
1670	1242	GLS_SLC1A3	GRM4	Signaling by Glutamate	Ligand-Receptor	CPI-CS071698505
1671	1242	GLS_SLC1A6	GRM4	Signaling by Glutamate	Ligand-Receptor	CPI-CS07AF8702D
1672	1242	GLS_SLC1A7	GRM4	Signaling by Glutamate	Ligand-Receptor	CPI-CS0EF654316
1673	1242	GLS2_SLC17A6	GRM4	Signaling by Glutamate	Ligand-Receptor	CPI-CS0ED1ED131
1674	1242	GLS2_SLC17A7	GRM4	Signaling by Glutamate	Ligand-Receptor	CPI-CS09CFDCF78
1675	1242	GLS2_SLC17A8	GRM4	Signaling by Glutamate	Ligand-Receptor	CPI-CS00323BD9A
1676	1242	GLS2_SLC1A1	GRM4	Signaling by Glutamate	Ligand-Receptor	CPI-CS0041BE443
1677	1242	GLS2_SLC1A2	GRM4	Signaling by Glutamate	Ligand-Receptor	CPI-CS0D7A1419D
1678	1242	GLS2_SLC1A3	GRM4	Signaling by Glutamate	Ligand-Receptor	CPI-CS0591372DE
1679	1242	GLS2_SLC1A6	GRM4	Signaling by Glutamate	Ligand-Receptor	CPI-CS0DB067721
1680	1242	GLS2_SLC1A7	GRM4	Signaling by Glutamate	Ligand-Receptor	CPI-CS071CB03F7
1665	1243	GLS_SLC17A6	GRM5	Signaling by Glutamate	Ligand-Receptor	CPI-CS02BEC2C34
1666	1243	GLS_SLC17A7	GRM5	Signaling by Glutamate	Ligand-Receptor	CPI-CS065936301
1667	1243	GLS_SLC17A8	GRM5	Signaling by Glutamate	Ligand-Receptor	CPI-CS094459C68
1668	1243	GLS_SLC1A1	GRM5	Signaling by Glutamate	Ligand-Receptor	CPI-CS0EECB890E
1669	1243	GLS_SLC1A2	GRM5	Signaling by Glutamate	Ligand-Receptor	CPI-CS04A0AEE4C
1670	1243	GLS_SLC1A3	GRM5	Signaling by Glutamate	Ligand-Receptor	CPI-CS0305D24F6
1671	1243	GLS_SLC1A6	GRM5	Signaling by Glutamate	Ligand-Receptor	CPI-CS0A5376E7A
1672	1243	GLS_SLC1A7	GRM5	Signaling by Glutamate	Ligand-Receptor	CPI-CS002ECD5B1
1673	1243	GLS2_SLC17A6	GRM5	Signaling by Glutamate	Ligand-Receptor	CPI-CS0159C4BD7
1674	1243	GLS2_SLC17A7	GRM5	Signaling by Glutamate	Ligand-Receptor	CPI-CS0BA5C6CCB
1675	1243	GLS2_SLC17A8	GRM5	Signaling by Glutamate	Ligand-Receptor	CPI-CS0A5C5F9DF
1676	1243	GLS2_SLC1A1	GRM5	Signaling by Glutamate	Ligand-Receptor	CPI-CS05B11F2F4
1677	1243	GLS2_SLC1A2	GRM5	Signaling by Glutamate	Ligand-Receptor	CPI-CS06CD4A71F
1678	1243	GLS2_SLC1A3	GRM5	Signaling by Glutamate	Ligand-Receptor	CPI-CS03D684E7D
1679	1243	GLS2_SLC1A6	GRM5	Signaling by Glutamate	Ligand-Receptor	CPI-CS0F106270D
1680	1243	GLS2_SLC1A7	GRM5	Signaling by Glutamate	Ligand-Receptor	CPI-CS03B7CB71D
1665	1244	GLS_SLC17A6	GRM6	Signaling by Glutamate	Ligand-Receptor	CPI-CS00B52BFC6
1666	1244	GLS_SLC17A7	GRM6	Signaling by Glutamate	Ligand-Receptor	CPI-CS0A5114B04
1667	1244	GLS_SLC17A8	GRM6	Signaling by Glutamate	Ligand-Receptor	CPI-CS07B0A120C
1668	1244	GLS_SLC1A1	GRM6	Signaling by Glutamate	Ligand-Receptor	CPI-CS0A1A5DA91
1669	1244	GLS_SLC1A2	GRM6	Signaling by Glutamate	Ligand-Receptor	CPI-CS0B90BEB16
1670	1244	GLS_SLC1A3	GRM6	Signaling by Glutamate	Ligand-Receptor	CPI-CS002D05AD7
1671	1244	GLS_SLC1A6	GRM6	Signaling by Glutamate	Ligand-Receptor	CPI-CS020F306DA
1672	1244	GLS_SLC1A7	GRM6	Signaling by Glutamate	Ligand-Receptor	CPI-CS070154D3B
1673	1244	GLS2_SLC17A6	GRM6	Signaling by Glutamate	Ligand-Receptor	CPI-CS02A9283E5
1674	1244	GLS2_SLC17A7	GRM6	Signaling by Glutamate	Ligand-Receptor	CPI-CS0EC6271ED
1675	1244	GLS2_SLC17A8	GRM6	Signaling by Glutamate	Ligand-Receptor	CPI-CS0B8F51188
1676	1244	GLS2_SLC1A1	GRM6	Signaling by Glutamate	Ligand-Receptor	CPI-CS05610B89F
1677	1244	GLS2_SLC1A2	GRM6	Signaling by Glutamate	Ligand-Receptor	CPI-CS055AEE574
1678	1244	GLS2_SLC1A3	GRM6	Signaling by Glutamate	Ligand-Receptor	CPI-CS09698412B
1679	1244	GLS2_SLC1A6	GRM6	Signaling by Glutamate	Ligand-Receptor	CPI-CS0764E52B3
1680	1244	GLS2_SLC1A7	GRM6	Signaling by Glutamate	Ligand-Receptor	CPI-CS03DC684EF
1665	1245	GLS_SLC17A6	GRM7	Signaling by Glutamate	Ligand-Receptor	CPI-CS040CBA095
1666	1245	GLS_SLC17A7	GRM7	Signaling by Glutamate	Ligand-Receptor	CPI-CS0F37D7476
1667	1245	GLS_SLC17A8	GRM7	Signaling by Glutamate	Ligand-Receptor	CPI-CS0CDD9F86D
1668	1245	GLS_SLC1A1	GRM7	Signaling by Glutamate	Ligand-Receptor	CPI-CS093EF3F47
1669	1245	GLS_SLC1A2	GRM7	Signaling by Glutamate	Ligand-Receptor	CPI-CS007136501
1670	1245	GLS_SLC1A3	GRM7	Signaling by Glutamate	Ligand-Receptor	CPI-CS09F74FD39
1671	1245	GLS_SLC1A6	GRM7	Signaling by Glutamate	Ligand-Receptor	CPI-CS07EF8D9C2
1672	1245	GLS_SLC1A7	GRM7	Signaling by Glutamate	Ligand-Receptor	CPI-CS0F4C33641
1673	1245	GLS2_SLC17A6	GRM7	Signaling by Glutamate	Ligand-Receptor	CPI-CS0D542DC14
1674	1245	GLS2_SLC17A7	GRM7	Signaling by Glutamate	Ligand-Receptor	CPI-CS004BB0890
1675	1245	GLS2_SLC17A8	GRM7	Signaling by Glutamate	Ligand-Receptor	CPI-CS00B734C46
1676	1245	GLS2_SLC1A1	GRM7	Signaling by Glutamate	Ligand-Receptor	CPI-CS00061350E
1677	1245	GLS2_SLC1A2	GRM7	Signaling by Glutamate	Ligand-Receptor	CPI-CS0975DD44D
1678	1245	GLS2_SLC1A3	GRM7	Signaling by Glutamate	Ligand-Receptor	CPI-CS0EFE72F4B
1679	1245	GLS2_SLC1A6	GRM7	Signaling by Glutamate	Ligand-Receptor	CPI-CS09E87611A
1680	1245	GLS2_SLC1A7	GRM7	Signaling by Glutamate	Ligand-Receptor	CPI-CS083EC4342
1665	1246	GLS_SLC17A6	GRM8	Signaling by Glutamate	Ligand-Receptor	CPI-CS054C4533B
1666	1246	GLS_SLC17A7	GRM8	Signaling by Glutamate	Ligand-Receptor	CPI-CS007F02C96
1667	1246	GLS_SLC17A8	GRM8	Signaling by Glutamate	Ligand-Receptor	CPI-CS008F12179
1668	1246	GLS_SLC1A1	GRM8	Signaling by Glutamate	Ligand-Receptor	CPI-CS0BEF05FE2
1669	1246	GLS_SLC1A2	GRM8	Signaling by Glutamate	Ligand-Receptor	CPI-CS0B9E5E3DB
1670	1246	GLS_SLC1A3	GRM8	Signaling by Glutamate	Ligand-Receptor	CPI-CS017089111
1671	1246	GLS_SLC1A6	GRM8	Signaling by Glutamate	Ligand-Receptor	CPI-CS08910752E
1672	1246	GLS_SLC1A7	GRM8	Signaling by Glutamate	Ligand-Receptor	CPI-CS0279E4E92
1673	1246	GLS2_SLC17A6	GRM8	Signaling by Glutamate	Ligand-Receptor	CPI-CS04F89F4C0
1674	1246	GLS2_SLC17A7	GRM8	Signaling by Glutamate	Ligand-Receptor	CPI-CS00A95D069
1675	1246	GLS2_SLC17A8	GRM8	Signaling by Glutamate	Ligand-Receptor	CPI-CS01BC2C4FF
1676	1246	GLS2_SLC1A1	GRM8	Signaling by Glutamate	Ligand-Receptor	CPI-CS0A14FBC54
1677	1246	GLS2_SLC1A2	GRM8	Signaling by Glutamate	Ligand-Receptor	CPI-CS0A2EDD507
1678	1246	GLS2_SLC1A3	GRM8	Signaling by Glutamate	Ligand-Receptor	CPI-CS0947C60AA
1679	1246	GLS2_SLC1A6	GRM8	Signaling by Glutamate	Ligand-Receptor	CPI-CS0270ABC42
1680	1246	GLS2_SLC1A7	GRM8	Signaling by Glutamate	Ligand-Receptor	CPI-CS0180815DB
1691	1695	SHMT1_SLC6A5	GLRA1_GLRB	Signaling by Glycine	Ligand-Receptor	CPI-CC013523ED0
1692	1695	SHMT1_SLC6A9	GLRA1_GLRB	Signaling by Glycine	Ligand-Receptor	CPI-CC038A555FC
1693	1695	SHMT2_SLC6A5	GLRA1_GLRB	Signaling by Glycine	Ligand-Receptor	CPI-CC014456804
1694	1695	SHMT2_SLC6A9	GLRA1_GLRB	Signaling by Glycine	Ligand-Receptor	CPI-CC00045ECF5
1691	1696	SHMT1_SLC6A5	GLRA2	Signaling by Glycine	Ligand-Receptor	CPI-CC0DE37C04C
1692	1696	SHMT1_SLC6A9	GLRA2	Signaling by Glycine	Ligand-Receptor	CPI-CC054A40212
1693	1696	SHMT2_SLC6A5	GLRA2	Signaling by Glycine	Ligand-Receptor	CPI-CC0F959FD6A
1694	1696	SHMT2_SLC6A9	GLRA2	Signaling by Glycine	Ligand-Receptor	CPI-CC0EA1D60C5
767	492	GAS6	AXL	Signaling by Growth arrest	Ligand-Receptor	CPI-SS0AE964947
767	722	GAS6	TYRO3	Signaling by Growth arrest	Ligand-Receptor	CPI-SS0BDA0E5E0
48	722	TULP1	TYRO3		Ligand-Receptor	CPI-SS0E9F23560
468	1387	GDF1	ACVR1B_ACVR2B	Signaling by Growth differentiation factor	Ligand-Receptor	CPI-SC007562F49
661	1387	GDF10	ACVR1B_ACVR2B	Signaling by Growth differentiation factor	Ligand-Receptor	CPI-SC0A86600AA
128	1387	GDF11	ACVR1B_ACVR2B	Signaling by Growth differentiation factor	Ligand-Receptor	CPI-SC0002A7A8F
990	1387	GDF3	ACVR1B_ACVR2B	Signaling by Growth differentiation factor	Ligand-Receptor	CPI-SC01987CF29
66	1387	MSTN	ACVR1B_ACVR2B	Signaling by Growth differentiation factor	Ligand-Receptor	CPI-SC0CC98A4B4
1379	1387	INHBA_INHBB	ACVR1B_ACVR2B	Signaling by Inhibin/Activin	Ligand-Receptor	CPI-CC0E6BCEC26
238	1387	INHA	ACVR1B_ACVR2B	Signaling by Inhibin/Activin	Ligand-Receptor	CPI-SC0FDDA8A63
1380	1387	INHA_INHBA	ACVR1B_ACVR2B	Signaling by Inhibin/Activin	Ligand-Receptor	CPI-CC04553E312
1381	1387	INHA_INHBB	ACVR1B_ACVR2B	Signaling by Inhibin/Activin	Ligand-Receptor	CPI-CC057B323A5
128	1386	GDF11	ACVR1B_ACVR2A	Signaling by Growth differentiation factor	Ligand-Receptor	CPI-SC00C9C81E3
1379	1386	INHBA_INHBB	ACVR1B_ACVR2A	Signaling by Inhibin/Activin	Ligand-Receptor	CPI-CC0288FD89F
238	1386	INHA	ACVR1B_ACVR2A	Signaling by Inhibin/Activin	Ligand-Receptor	CPI-SC0B3D321CC
1380	1386	INHA_INHBA	ACVR1B_ACVR2A	Signaling by Inhibin/Activin	Ligand-Receptor	CPI-CC0FA8B4931
1381	1386	INHA_INHBB	ACVR1B_ACVR2A	Signaling by Inhibin/Activin	Ligand-Receptor	CPI-CC02D192370
128	1603	GDF11	ACVR2A_TGFBR1	Signaling by Growth differentiation factor	Ligand-Receptor	CPI-SC001669E22
66	1603	MSTN	ACVR2A_TGFBR1	Signaling by Growth differentiation factor	Ligand-Receptor	CPI-SC023986FB9
128	1604	GDF11	ACVR2B_TGFBR1	Signaling by Growth differentiation factor	Ligand-Receptor	CPI-SC017215F7F
66	1604	MSTN	ACVR2B_TGFBR1	Signaling by Growth differentiation factor	Ligand-Receptor	CPI-SC08968AFE6
97	1605	GDF9	BMPR2_TGFBR1	Signaling by Growth differentiation factor	Ligand-Receptor	CPI-SC0FDB4B6D9
176	711	GHRH	GHRHR	Signaling by Growth hormone-releasing hormone	Ligand-Receptor	CPI-SS074050495
1021	711	GHRL	GHRHR	Signaling by Growth hormone-releasing hormone	Ligand-Receptor	CPI-SS0C9DBD840
1021	1129	GHRL	GHSR	Signaling by Growth hormone-releasing hormone	Ligand-Receptor	CPI-SS0DE3B267F
163	1129	PENK	GHSR		Ligand-Receptor	CPI-SS09F7A6011
1021	1228	GHRL	GPR39	Signaling by Growth hormone-releasing hormone	Ligand-Receptor	CPI-SS02AEB612C
1466	539	HDC	HRH1	Signaling by Histamine	Ligand-Receptor	CPI-CS0FF6E7611
1466	447	HDC	HRH2	Signaling by Histamine	Ligand-Receptor	CPI-CS045AC7D7C
1466	1055	HDC	HRH3	Signaling by Histamine	Ligand-Receptor	CPI-CS0D98D69FC
36	593	HLA-A	KIR3DL1	Signaling by HLA	Ligand-Receptor	CPI-SS0CBAA9BCC
1345	593	HLA-F	KIR3DL1	Signaling by HLA	Ligand-Receptor	CPI-SS048242083
37	594	HLA-B	KIR3DL2	Signaling by HLA	Ligand-Receptor	CPI-SS0987A89AE
1345	594	HLA-F	KIR3DL2	Signaling by HLA	Ligand-Receptor	CPI-SS0BDD10277
