ligand,receptor,classification,directionality,id_cp_interaction,signaling_type
SST,SSTR2,Signaling by Somatostatin,Ligand-Receptor,CPI-SS0FE594C97,Secreted Signaling
CORT,SSTR3,Signaling by Somatostatin,Ligand-Receptor,CPI-SS0AB20B9AD,Secreted Signaling
SST,SSTR3,Signaling by Somatostatin,Ligand-Receptor,CPI-SS05A3441B9,Secreted Signaling
CORT,SSTR4,Signaling by Somatostatin,Ligand-Receptor,CPI-SS008509DBD,Secreted Signaling
SST,SSTR4,Signaling by Somatostatin,Ligand-Receptor,CPI-SS098B7BE0A,Secreted Signaling
CORT,SSTR5,Signaling by Somatostatin,Ligand-Receptor,CPI-SS0A7FB677C,Secreted Signaling
SST,SSTR5,Signaling by Somatostatin,Ligand-Receptor,CPI-SS0F80E4C8B,Secreted Signaling
GH1,GHR,Signaling by Somatostatin,Ligand-Receptor,CPI-SS0ACD3CCEE,Secreted Signaling
GH2,GHR,Signaling by Somatostatin,Ligand-Receptor,CPI-SS0DB45E7DF,Secreted Signaling
SHH,BOC_PTCH2,Signaling by Sonic hedgehog,Ligand-Receptor,CPI-SC04220334A,Secreted Signaling
SHH,CDON_PTCH2,Signaling by Sonic hedgehog,Ligand-Receptor,CPI-SC0351D1E88,Secreted Signaling
SHH,GAS1_PTCH2,Signaling by Sonic hedgehog,Ligand-Receptor,CPI-SC054175DCB,Secreted Signaling
SDC1,ADGRA2,Signaling by Syndecan,Ligand-Receptor,CPI-SS0D60A535B,Cell-Cell Contact
SDC2,ADGRA2,Signaling by Syndecan,Ligand-Receptor,CPI-SS0D681D90E,Cell-Cell Contact
ITGAV_ITGB3,ADGRA2,Signaling by Integrin,Ligand-Receptor,CPI-CS0A0368BF0,Secreted Signaling
TAC1,TACR1,Signaling by Tachykinins,Ligand-Receptor,CPI-SS02A8BD654,Secreted Signaling
TAC3,TACR1,Signaling by Tachykinins,Ligand-Receptor,CPI-SS0CDDDEE9F,Secreted Signaling
TAC1,TACR2,Signaling by Tachykinins,Ligand-Receptor,CPI-SS061ED1543,Secreted Signaling
TAC3,TACR2,Signaling by Tachykinins,Ligand-Receptor,CPI-SS0C9A68B24,Secreted Signaling
TAC1,TACR3,Signaling by Tachykinins,Ligand-Receptor,CPI-SS015B70BF9,Secreted Signaling
TAC3,TACR3,Signaling by Tachykinins,Ligand-Receptor,CPI-SS0F5177C81,Secreted Signaling
TAFA5,S1PR2,Signaling by TAFA,Ligand-Receptor,CPI-SS0E91D96D7,Secreted Signaling
TAX1BP3,ADGRB1,Signaling by Thromboxane,Ligand-Receptor,CPI-SS06CF1662B,Cell-Cell Contact
ITGAV_ITGB5,ADGRB1,Signaling by Integrin,Ligand-Receptor,CPI-CS0661098EC,Secreted Signaling
RTN4R,ADGRB1,,Ligand-Receptor,CPI-SS0F4EF9618,Cell-Cell Contact
TAX1BP3,ADGRB2,Signaling by Thromboxane,Ligand-Receptor,CPI-SS01080B145,Cell-Cell Contact
TBXAS1,TBXA2R,Signaling by Thromboxane,Ligand-Receptor,CPI-CS0D01AFCC7,Secreted Signaling
THY1,ADGRE2,Adhesion by antigen THY1,Adhesion-Adhesion,CPI-SS0F0492F71,Cell-Cell Contact
ITGAV_ITGB1,ADGRE2,Signaling by Integrin,Ligand-Receptor,CPI-CS0F34D034A,Secreted Signaling
ITGAV_ITGB3,ADGRE2,Signaling by Integrin,Ligand-Receptor,CPI-CS079C9111D,Secreted Signaling
TF,TFR2,Signaling by Transferrin,Ligand-Receptor,CPI-SS0A6D0C1BA,Secreted Signaling
TF,TFRC,Signaling by Transferrin,Ligand-Receptor,CPI-SS0E0098222,Secreted Signaling
HFE,TFRC,,Ligand-Receptor,CPI-SS0FF0C7449,Secreted Signaling
TGFB1,ACVR1_TGFBR2,Signaling by Transforming growth factor,Ligand-Receptor,CPI-SC01AADFEB3,Secreted Signaling
TGFB2,ACVR1_TGFBR2,Signaling by Transforming growth factor,Ligand-Receptor,CPI-SC0F36DD437,Secreted Signaling
TGFB3,ACVR1_TGFBR2,Signaling by Transforming growth factor,Ligand-Receptor,CPI-SC074D3FFBC,Secreted Signaling
TGFB1,TGFBR1_TGFBR2,Signaling by Transforming growth factor,Ligand-Receptor,CPI-SC0DABCC4B5,Secreted Signaling
TGFB2,TGFBR1_TGFBR2,Signaling by Transforming growth factor,Ligand-Receptor,CPI-SC070741884,Secreted Signaling
TGFB3,TGFBR1_TGFBR2,Signaling by Transforming growth factor,Ligand-Receptor,CPI-SC051FC855D,Secreted Signaling
TGFB1,TGFBR3,Signaling by Transforming growth factor,Ligand-Receptor,CPI-SS085EE60B1,Secreted Signaling
TGFB2,TGFBR3,Signaling by Transforming growth factor,Ligand-Receptor,CPI-SS0178F5C45,Secreted Signaling
TGFB3,TGFBR3,Signaling by Transforming growth factor,Ligand-Receptor,CPI-SS0D46E2B45,Secreted Signaling
FGFR4,TGFBR3,,Receptor-Receptor,CPI-SS0D62FB89C,Cell-Cell Contact
TGFB3,ITGAV_ITGB8,Signaling by Transforming growth factor,Ligand-Receptor,CPI-SC0202406F0,Secreted Signaling
DIO3_TG,THRA,Signaling by Triiodothyronine,Ligand-Receptor,CPI-CS05092CCAC,Secreted Signaling
DIO3_TG,THRB,Signaling by Triiodothyronine,Ligand-Receptor,CPI-CS0C2BD6C6B,Secreted Signaling
TPO,THRB,,Ligand-Receptor,CPI-CS0245870E9,Secreted Signaling
BTLA,TNFRSF14,Signaling by Tumor necrosis factor,Ligand-Receptor,CPI-SS08330207B,Secreted Signaling
CD160,TNFRSF14,Signaling by Tumor necrosis factor,Adhesion-Adhesion,CPI-SS0879B8E95,Cell-Cell Contact
LTA,TNFRSF14,Signaling by Tumor necrosis factor,Ligand-Receptor,CPI-SS0110361CB,Secreted Signaling
TNFSF14,TNFRSF14,Signaling by Tumor necrosis factor,Ligand-Receptor,CPI-SS019C98396,Secreted Signaling
FASLG,FAS,Signaling by Tumor necrosis factor,Ligand-Receptor,CPI-SS0D168412F,Secreted Signaling
FASLG,TNFRSF6B,Signaling by Tumor necrosis factor,Ligand-Receptor,CPI-SS0943099D6,Secreted Signaling
TNFSF14,TNFRSF6B,Signaling by Tumor necrosis factor,Ligand-Receptor,CPI-SS0B9DC75DD,Secreted Signaling
TNFSF15,TNFRSF6B,Signaling by Tumor necrosis factor,Ligand-Receptor,CPI-SS029C6E8FA,Secreted Signaling
LTA,TNFRSF1A,Signaling by Tumor necrosis factor,Ligand-Receptor,CPI-SS084BE3E4B,Secreted Signaling
TNF,TNFRSF1A,Signaling by Tumor necrosis factor,Ligand-Receptor,CPI-SS04B4619D0,Secreted Signaling
LTA,TNFRSF1B,Signaling by Tumor necrosis factor,Ligand-Receptor,CPI-SS07D9A48A2,Secreted Signaling
TNF,TNFRSF1B,Signaling by Tumor necrosis factor,Ligand-Receptor,CPI-SS0E7D5974D,Secreted Signaling
TNFSF10,TNFRSF10A,Signaling by Tumor necrosis factor,Ligand-Receptor,CPI-SS085A1A34C,Secreted Signaling
TNFSF10,TNFRSF10B,Signaling by Tumor necrosis factor,Ligand-Receptor,CPI-SS001865B32,Secreted Signaling
TNFSF10,TNFRSF10C,Signaling by Tumor necrosis factor,Ligand-Receptor,CPI-SS053CE866E,Secreted Signaling
TNFSF10,TNFRSF10D,Signaling by Tumor necrosis factor,Ligand-Receptor,CPI-SS095E52E66,Secreted Signaling
TNFSF10,TNFRSF11B,Signaling by Tumor necrosis factor,Ligand-Receptor,CPI-SS05A3055C3,Secreted Signaling
TNFSF11,TNFRSF11B,Signaling by Tumor necrosis factor,Ligand-Receptor,CPI-SS0F83BE97B,Secreted Signaling
TNFSF11,TNFRSF11A,Signaling by Tumor necrosis factor,Ligand-Receptor,CPI-SS0ED2573CA,Secreted Signaling
TNFSF12,TNFRSF12A,Signaling by Tumor necrosis factor,Ligand-Receptor,CPI-SS02EF3E1BA,Secreted Signaling
TNFSF12,TNFRSF25,Signaling by Tumor necrosis factor,Ligand-Receptor,CPI-SS079DDF890,Secreted Signaling
TNFSF15,TNFRSF25,Signaling by Tumor necrosis factor,Ligand-Receptor,CPI-SS0B0CF0EDF,Secreted Signaling
TNFSF13,TNFRSF13B,Signaling by Tumor necrosis factor,Ligand-Receptor,CPI-SS06BA9088E,Secreted Signaling
TNFSF13B,TNFRSF13B,Signaling by Tumor necrosis factor,Ligand-Receptor,CPI-SS07FEEF0C3,Secreted Signaling
TNFSF13,TNFRSF17,Signaling by Tumor necrosis factor,Ligand-Receptor,CPI-SS0B89DD8C1,Secreted Signaling
TNFSF13B,TNFRSF17,Signaling by Tumor necrosis factor,Ligand-Receptor,CPI-SS018FE2F97,Secreted Signaling
TNFSF13B,TNFRSF13C,Signaling by Tumor necrosis factor,Ligand-Receptor,CPI-SS0247B3C14,Secreted Signaling
TNFSF18,TNFRSF18,Signaling by Tumor necrosis factor,Ligand-Receptor,CPI-SS0FF51A757,Secreted Signaling
TNFSF4,TNFRSF4,Signaling by Tumor necrosis factor,Ligand-Receptor,CPI-SS04456F441,Secreted Signaling
TNFSF8,TNFRSF8,Signaling by Tumor necrosis factor,Ligand-Receptor,CPI-SS084306E19,Secreted Signaling
TNFSF9,TNFRSF9,Signaling by Tumor necrosis factor,Ligand-Receptor,CPI-SS0431D2256,Secreted Signaling
UTS2,UTS2R,Signaling by Urocortin/Urotensin,Ligand-Receptor,CPI-SS033C67295,Secreted Signaling
UTS2B,UTS2R,Signaling by Urocortin/Urotensin,Ligand-Receptor,CPI-SS0706A559F,Secreted Signaling
VEGFA,KDR,Signaling by Vascular endothelial growth factor,Ligand-Receptor,CPI-SS0C03F7CDC,Secreted Signaling
VEGFC,KDR,Signaling by Vascular endothelial growth factor,Ligand-Receptor,CPI-SS0EC8C81E0,Secreted Signaling
VEGFD,KDR,Signaling by Vascular endothelial growth factor,Ligand-Receptor,CPI-SS0EBA5A4D8,Secreted Signaling
VEGFC,FLT4,Signaling by Vascular endothelial growth factor,Ligand-Receptor,CPI-SS005572B52,Secreted Signaling
VEGFD,FLT4,Signaling by Vascular endothelial growth factor,Ligand-Receptor,CPI-SS0D883FFF1,Secreted Signaling
DKK1,KREMEN2_LRP6,Signaling by WNT inhibition,Ligand-Receptor,CPI-SC040194150,Secreted Signaling
DKK2,KREMEN2_LRP6,Signaling by WNT inhibition,Ligand-Receptor,CPI-SC0DA910DD5,Secreted Signaling
WNT1,CER1,Signaling by WNT inhibition,Ligand-Ligand,CPI-SS08D5BE130,Secreted Signaling
WNT11,CER1,Signaling by WNT inhibition,Ligand-Ligand,CPI-SS0672B7F35,Secreted Signaling
WNT16,CER1,Signaling by WNT inhibition,Ligand-Ligand,CPI-SS0E27F8FC9,Secreted Signaling
WNT2,CER1,Signaling by WNT inhibition,Ligand-Ligand,CPI-SS09F9914EE,Secreted Signaling
WNT2B,CER1,Signaling by WNT inhibition,Ligand-Ligand,CPI-SS040DBE4BA,Secreted Signaling
WNT3,CER1,Signaling by WNT inhibition,Ligand-Ligand,CPI-SS04FD5CAA2,Secreted Signaling
WNT3A,CER1,Signaling by WNT inhibition,Ligand-Ligand,CPI-SS0084A1684,Secreted Signaling
WNT4,CER1,Signaling by WNT inhibition,Ligand-Ligand,CPI-SS0568E47E6,Secreted Signaling
WNT5A,CER1,Signaling by WNT inhibition,Ligand-Ligand,CPI-SS067D03CAF,Secreted Signaling
WNT5B,CER1,Signaling by WNT inhibition,Ligand-Ligand,CPI-SS0930ADC94,Secreted Signaling
WNT6,CER1,Signaling by WNT inhibition,Ligand-Ligand,CPI-SS0B2847CB4,Secreted Signaling
WNT7A,CER1,Signaling by WNT inhibition,Ligand-Ligand,CPI-SS074152505,Secreted Signaling
WNT7B,CER1,Signaling by WNT inhibition,Ligand-Ligand,CPI-SS004B391EE,Secreted Signaling
WNT8A,CER1,Signaling by WNT inhibition,Ligand-Ligand,CPI-SS0705AA2B9,Secreted Signaling
WNT8B,CER1,Signaling by WNT inhibition,Ligand-Ligand,CPI-SS0083EFD70,Secreted Signaling
WNT9A,CER1,Signaling by WNT inhibition,Ligand-Ligand,CPI-SS00C692486,Secreted Signaling
WNT9B,CER1,Signaling by WNT inhibition,Ligand-Ligand,CPI-SS05606F8F5,Secreted Signaling
WNT1,FRZB,Signaling by WNT inhibition,Ligand-Ligand,CPI-SS0961DD05D,Secreted Signaling
WNT10A,FRZB,Signaling by WNT inhibition,Ligand-Ligand,CPI-SS0BAA8AA30,Secreted Signaling
WNT11,FRZB,Signaling by WNT inhibition,Ligand-Ligand,CPI-SS01072357C,Secreted Signaling
WNT16,FRZB,Signaling by WNT inhibition,Ligand-Ligand,CPI-SS075B13211,Secreted Signaling
WNT2,FRZB,Signaling by WNT inhibition,Ligand-Ligand,CPI-SS02704D1B8,Secreted Signaling
WNT2B,FRZB,Signaling by WNT inhibition,Ligand-Ligand,CPI-SS0786D3749,Secreted Signaling
WNT3,FRZB,Signaling by WNT inhibition,Ligand-Ligand,CPI-SS0A10C2A8F,Secreted Signaling
WNT3A,FRZB,Signaling by WNT inhibition,Ligand-Ligand,CPI-SS0CCE526F7,Secreted Signaling
WNT4,FRZB,Signaling by WNT inhibition,Ligand-Ligand,CPI-SS0EE63435D,Secreted Signaling
WNT5A,FRZB,Signaling by WNT inhibition,Ligand-Ligand,CPI-SS007954822,Secreted Signaling
WNT5B,FRZB,Signaling by WNT inhibition,Ligand-Ligand,CPI-SS05C7CF827,Secreted Signaling
WNT6,FRZB,Signaling by WNT inhibition,Ligand-Ligand,CPI-SS0BD98A044,Secreted Signaling
WNT7A,FRZB,Signaling by WNT inhibition,Ligand-Ligand,CPI-SS0123EE122,Secreted Signaling
WNT7B,FRZB,Signaling by WNT inhibition,Ligand-Ligand,CPI-SS03BC3A729,Secreted Signaling
WNT8A,FRZB,Signaling by WNT inhibition,Ligand-Ligand,CPI-SS0D184698A,Secreted Signaling
WNT8B,FRZB,Signaling by WNT inhibition,Ligand-Ligand,CPI-SS02C404F4D,Secreted Signaling
WNT9A,FRZB,Signaling by WNT inhibition,Ligand-Ligand,CPI-SS0EBBBD522,Secreted Signaling
WNT9B,FRZB,Signaling by WNT inhibition,Ligand-Ligand,CPI-SS0AC8C45C5,Secreted Signaling
WNT1,FZD1_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC036120F96,Secreted Signaling
WNT10A,FZD1_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0152439C2,Secreted Signaling
WNT11,FZD1_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0744403E1,Secreted Signaling
WNT16,FZD1_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC04B4CB182,Secreted Signaling
WNT2,FZD1_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0D5C7F2EB,Secreted Signaling
WNT2B,FZD1_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC086EAFF18,Secreted Signaling
WNT3,FZD1_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC01A9C52E5,Secreted Signaling
WNT3A,FZD1_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC03170177A,Secreted Signaling
WNT4,FZD1_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC094731290,Secreted Signaling
WNT5B,FZD1_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0F416B44F,Secreted Signaling
WNT6,FZD1_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0B7534B27,Secreted Signaling
WNT7A,FZD1_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC073C44F4A,Secreted Signaling
WNT7B,FZD1_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC029073BCD,Secreted Signaling
WNT8A,FZD1_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0F2C233F1,Secreted Signaling
WNT8B,FZD1_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC061770B43,Secreted Signaling
WNT9A,FZD1_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0F16DF8F0,Secreted Signaling
WNT9B,FZD1_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0318621C2,Secreted Signaling
WNT1,FZD1_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC0DBDDA697,Secreted Signaling
WNT10A,FZD1_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC0065F5B8A,Secreted Signaling
WNT11,FZD1_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC0735548E0,Secreted Signaling
WNT16,FZD1_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC07B9CD502,Secreted Signaling
WNT2,FZD1_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC041A30C3B,Secreted Signaling
WNT2B,FZD1_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC04091DFF6,Secreted Signaling
WNT3,FZD1_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC02CD1EEDE,Secreted Signaling
WNT3A,FZD1_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC0B7D84FC7,Secreted Signaling
WNT4,FZD1_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC047C4B365,Secreted Signaling
WNT5B,FZD1_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC056F0C465,Secreted Signaling
WNT6,FZD1_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC0750A0484,Secreted Signaling
WNT7A,FZD1_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC019E7AAA2,Secreted Signaling
WNT7B,FZD1_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC03A2FEB5C,Secreted Signaling
WNT8A,FZD1_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC0B94370C2,Secreted Signaling
WNT8B,FZD1_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC0E6761C90,Secreted Signaling
WNT9A,FZD1_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC0552DC1E5,Secreted Signaling
WNT9B,FZD1_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC0199BFBB3,Secreted Signaling
WNT1,FZD10_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC095AB303B,Secreted Signaling
WNT11,FZD10_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC07B7E6361,Secreted Signaling
WNT16,FZD10_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0A49C6C7E,Secreted Signaling
WNT2,FZD10_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC00BD4551E,Secreted Signaling
WNT2B,FZD10_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0A81AF307,Secreted Signaling
WNT3,FZD10_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC050F278B4,Secreted Signaling
WNT3A,FZD10_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC051E1E7D7,Secreted Signaling
WNT4,FZD10_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0D6D44FE1,Secreted Signaling
WNT5A,FZD10_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0E0F34C9F,Secreted Signaling
WNT5B,FZD10_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0B18D6471,Secreted Signaling
WNT6,FZD10_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0E713417E,Secreted Signaling
WNT7A,FZD10_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0EB5D8E44,Secreted Signaling
WNT7B,FZD10_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC01EBF0CE9,Secreted Signaling
WNT8A,FZD10_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0E5BBC28B,Secreted Signaling
WNT8B,FZD10_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC090AC04CE,Secreted Signaling
WNT9A,FZD10_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0C644006E,Secreted Signaling
WNT9B,FZD10_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC094C611B7,Secreted Signaling
WNT1,FZD10_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC0DAEAA93B,Secreted Signaling
WNT11,FZD10_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC00A8BC9AA,Secreted Signaling
WNT16,FZD10_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC00A87321E,Secreted Signaling
WNT2,FZD10_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC0FDB82036,Secreted Signaling
WNT2B,FZD10_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC07B51ACC4,Secreted Signaling
WNT3,FZD10_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC07AB82EAB,Secreted Signaling
WNT3A,FZD10_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC0114AE598,Secreted Signaling
WNT4,FZD10_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC023CE19F9,Secreted Signaling
WNT5A,FZD10_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC0EE5FCF62,Secreted Signaling
WNT5B,FZD10_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC07FD56C95,Secreted Signaling
WNT6,FZD10_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC09AD2A6B8,Secreted Signaling
WNT7A,FZD10_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC0D19712B9,Secreted Signaling
WNT7B,FZD10_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC0DD16A7D0,Secreted Signaling
WNT8A,FZD10_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC028E64C95,Secreted Signaling
WNT8B,FZD10_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC08BD68242,Secreted Signaling
WNT9A,FZD10_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC01153EAC0,Secreted Signaling
WNT9B,FZD10_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC0543729D1,Secreted Signaling
WNT1,FZD2_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0147DCB06,Secreted Signaling
WNT11,FZD2_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC029ADF8EA,Secreted Signaling
WNT16,FZD2_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC04F7D62D5,Secreted Signaling
WNT2,FZD2_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC055AF31A9,Secreted Signaling
WNT2B,FZD2_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC06037057B,Secreted Signaling
WNT3,FZD2_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0148F76F0,Secreted Signaling
WNT3A,FZD2_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0782ECD47,Secreted Signaling
WNT4,FZD2_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0EB633CED,Secreted Signaling
WNT5A,FZD2_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0675C8528,Secreted Signaling
WNT5B,FZD2_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0A79539F5,Secreted Signaling
WNT6,FZD2_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0512E3581,Secreted Signaling
WNT7A,FZD2_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0AE0AAAFB,Secreted Signaling
WNT7B,FZD2_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0ADD9F3A1,Secreted Signaling
WNT8A,FZD2_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0D32DCC97,Secreted Signaling
WNT8B,FZD2_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0BE1E619E,Secreted Signaling
WNT9A,FZD2_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0637CC9D5,Secreted Signaling
WNT9B,FZD2_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC00BDFD604,Secreted Signaling
WNT1,FZD2_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC036A39C13,Secreted Signaling
WNT11,FZD2_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC054FD289E,Secreted Signaling
WNT16,FZD2_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC074888BE6,Secreted Signaling
WNT2,FZD2_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC08DE61392,Secreted Signaling
WNT2B,FZD2_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC058678C1B,Secreted Signaling
WNT3,FZD2_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC0EBBD9B59,Secreted Signaling
WNT3A,FZD2_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC080C0C5A2,Secreted Signaling
WNT4,FZD2_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC0245AE3FF,Secreted Signaling
WNT5A,FZD2_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC07D1540F8,Secreted Signaling
WNT5B,FZD2_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC066B2A89A,Secreted Signaling
WNT6,FZD2_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC09D51C7BF,Secreted Signaling
WNT7A,FZD2_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC069D8A1BA,Secreted Signaling
WNT7B,FZD2_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC042468412,Secreted Signaling
WNT8A,FZD2_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC052157D7B,Secreted Signaling
WNT8B,FZD2_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC0D0D2D930,Secreted Signaling
WNT9A,FZD2_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC0486FECAB,Secreted Signaling
WNT9B,FZD2_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC045BF427E,Secreted Signaling
WNT1,FZD3_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0EFF2AFBD,Secreted Signaling
WNT11,FZD3_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC044BB9279,Secreted Signaling
WNT16,FZD3_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0827E3502,Secreted Signaling
WNT2,FZD3_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0B0BAF8DB,Secreted Signaling
WNT2B,FZD3_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0671450D5,Secreted Signaling
WNT3,FZD3_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC066A4E191,Secreted Signaling
WNT3A,FZD3_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC03753E185,Secreted Signaling
WNT4,FZD3_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0E11F543C,Secreted Signaling
WNT5A,FZD3_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC081B09E04,Secreted Signaling
WNT5B,FZD3_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC02753B9BD,Secreted Signaling
WNT6,FZD3_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC01D3E6936,Secreted Signaling
WNT7A,FZD3_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC092C6BB7D,Secreted Signaling
WNT7B,FZD3_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0456BB36C,Secreted Signaling
WNT8A,FZD3_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0FDE82C05,Secreted Signaling
WNT8B,FZD3_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC073544134,Secreted Signaling
WNT9A,FZD3_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC0AEC52E73,Secreted Signaling
WNT9B,FZD3_LRP5,Signaling by WNT,Ligand-Receptor,CPI-SC05E4FA547,Secreted Signaling
WNT1,FZD3_LRP6,Signaling by WNT,Ligand-Receptor,CPI-SC03C02374B,Secreted Signaling
